d1Length,d2Length,ResultLength,d1rIntersection,d2rIntersection
451,23,3,1,0
451,18,3,2,0
451,24,3,1,1
451,13,3,1,0
451,8,3,1,0
451,20,115,80,11
451,47,3,2,0
451,12,19,15,1
451,7,115,80,2
451,27,3,1,0
451,2,3,2,0
451,2,3,2,0
451,2,7,5,0
451,30,81,65,7
451,23,3,1,0
451,14,48,37,6
451,8,18,16,1
451,4,3,2,0
451,8,48,37,3
451,27,3,1,0
451,15,18,16,5
451,21,3,2,0
451,25,18,16,2
451,9,115,80,4
451,3,3,1,0
451,14,16,7,2
451,12,18,16,2
451,21,3,2,0
451,18,3,2,0
451,4,4,1,0
451,4,33,21,0
451,13,3,2,0
451,4,3,2,1
451,7,3,2,0
451,11,2,1,0
451,16,3,2,0
451,14,3,2,0
451,15,3,2,0
451,20,3,1,0
451,22,2,1,0
451,15,3,1,0
451,15,3,2,0
451,8,81,65,5
451,13,81,65,5
451,9,3,1,0
451,20,3,2,0
451,15,115,80,11
451,16,19,15,2
451,9,3,1,0
451,9,3,1,0
451,9,3,2,0
451,22,2,1,0
451,5,3,2,0
451,22,3,1,0
451,18,3,1,0
451,28,3,1,0
451,5,3,1,0
451,9,3,1,0
451,11,9,8,1
451,4,3,2,0
451,10,3,2,0
451,17,3,1,0
451,8,3,2,0
451,6,3,1,0
451,19,115,80,7
451,10,3,2,0
451,7,3,1,0
451,3,18,16,0
451,4,3,1,0
451,3,81,65,0
451,15,18,16,0
451,3,3,1,0
451,6,3,1,0
451,4,3,2,0
451,5,3,2,0
451,23,3,1,0
451,17,18,16,3
451,2,3,2,0
451,7,3,2,0
451,14,3,2,0
451,4,115,80,2
451,17,3,2,0
451,5,3,2,0
451,29,3,2,0
451,3,3,2,0
451,3,3,2,0
451,6,7,5,0
451,2,15,9,0
451,22,19,15,5
451,20,3,1,0
451,14,2,1,0
451,16,2,0,0
451,29,10,9,2
451,4,18,16,0
451,15,3,1,0
451,11,18,16,1
451,29,69,47,11
451,17,3,1,0
451,36,2,1,1
451,25,81,65,15
451,19,18,16,2
451,16,3,2,0
451,28,115,80,13
451,16,3,1,0
451,11,3,2,0
451,33,115,80,21
451,7,2,1,0
451,3,18,16,1
451,11,3,1,0
451,2,18,16,0
451,4,2,1,0
451,6,3,2,0
451,4,3,1,0
451,2,4,1,0
451,2,18,16,0
451,4,3,2,0
451,17,18,16,4
451,12,3,1,0
451,2,18,16,0
451,10,18,16,0
451,25,3,1,0
451,5,3,1,0
451,25,3,1,0
451,9,81,65,4
451,4,3,1,0
451,13,3,2,0
451,3,3,2,0
451,15,115,80,7
451,21,81,65,10
451,14,18,16,1
451,6,3,1,0
234,21,16,13,4
234,8,2,0,0
234,3,2,0,0
234,7,2,0,0
234,4,16,13,0
234,4,2,0,0
234,30,2,0,0
234,3,2,0,1
234,9,2,0,0
234,30,2,0,1
234,5,2,0,1
234,32,26,13,10
234,15,2,0,0
234,4,11,8,0
234,2,2,0,1
234,18,4,2,0
234,3,11,8,0
234,3,2,0,0
234,10,16,13,1
234,2,2,0,0
234,3,11,8,0
234,13,16,13,1
234,25,4,2,0
234,15,4,2,0
234,2,11,8,0
234,4,2,0,0
234,2,4,2,0
234,8,2,0,0
234,33,4,2,1
234,41,2,0,0
234,4,2,0,0
234,10,16,13,1
234,2,11,8,0
234,11,2,0,0
234,6,4,2,0
234,4,2,0,1
234,28,4,2,0
234,7,11,8,0
234,2,2,0,0
234,11,2,0,0
234,8,2,0,0
234,6,2,0,0
234,8,11,8,0
234,11,4,2,0
234,3,2,0,1
234,6,2,0,0
234,6,2,0,0
234,19,16,13,2
234,4,2,0,0
234,19,16,13,2
234,17,16,13,1
234,22,2,0,0
234,7,4,2,0
234,3,2,0,0
234,4,11,8,0
234,4,2,0,0
234,8,16,13,2
234,11,16,13,2
234,4,2,0,0
234,3,2,0,0
234,3,16,13,0
234,14,2,0,0
234,3,2,0,0
234,3,2,0,0
234,16,2,0,0
234,3,2,0,1
234,13,4,2,0
234,4,2,0,0
234,3,11,8,1
234,2,2,0,0
234,4,2,0,1
234,7,2,0,0
234,3,11,8,0
234,6,2,0,0
234,4,11,8,0
234,9,2,0,1
234,22,16,13,4
234,5,11,8,0
234,12,16,13,3
234,3,2,0,0
234,4,2,0,0
234,5,2,0,0
234,4,11,8,0
234,3,16,13,0
234,4,2,0,0
234,4,2,0,0
234,9,2,0,0
234,23,2,0,0
234,33,2,0,1
234,6,2,0,0
234,4,16,13,0
234,13,2,0,0
234,8,16,13,2
234,16,2,0,0
234,10,16,13,0
234,15,2,0,0
234,4,11,8,1
234,4,11,8,0
234,4,2,0,0
234,10,2,0,0
234,19,16,13,2
234,3,4,2,0
234,3,2,0,0
234,31,2,0,0
234,4,11,8,0
234,7,2,0,0
234,9,16,13,2
234,19,16,13,2
234,9,4,2,0
234,9,4,2,0
234,2,11,8,0
234,10,16,13,2
234,4,2,0,0
234,9,16,13,1
234,2,2,0,0
234,10,16,13,1
234,25,16,13,3
234,2,4,2,0
234,4,11,8,0
234,4,2,0,0
234,7,2,0,0
234,9,2,0,0
234,30,16,13,4
234,6,4,2,0
234,18,2,0,0
234,30,11,8,4
234,4,2,0,0
234,5,16,13,1
234,5,2,0,0
234,4,2,0,0
234,6,2,0,0
234,29,2,0,0
234,23,4,2,1
234,2,2,0,0
234,31,2,0,0
234,5,2,0,1
234,6,11,8,0
234,31,2,0,0
234,23,2,0,0
234,6,2,0,0
234,13,2,0,0
234,3,16,13,1
234,8,4,2,0
234,18,2,0,0
234,14,2,0,0
234,4,11,8,0
234,17,2,0,0
234,11,28,20,2
234,9,2,0,0
234,9,2,0,0
234,26,2,0,0
234,5,2,0,0
234,13,16,13,0
234,4,2,0,0
234,13,2,0,0
234,39,4,2,1
234,31,2,0,0
234,10,11,8,1
234,5,2,0,0
234,8,2,0,0
234,27,2,0,0
234,3,2,0,0
234,25,4,2,0
234,11,2,0,0
234,4,4,2,0
234,4,16,13,1
234,39,2,0,0
234,3,2,0,0
234,4,2,0,0
234,12,2,0,0
234,12,4,2,0
234,9,2,0,0
234,2,2,0,0
234,3,11,8,0
234,4,11,8,0
234,4,2,0,0
234,3,2,0,0
234,6,11,8,1
234,6,2,0,0
234,4,11,8,0
234,6,4,2,0
234,3,2,0,1
234,14,2,0,0
234,4,2,0,0
234,4,11,8,0
234,2,2,0,0
234,4,4,2,0
234,3,4,2,0
234,4,4,2,0
234,9,2,0,1
234,5,2,0,0
234,5,4,2,0
234,3,2,0,0
234,5,11,8,0
234,2,11,8,0
234,5,4,2,0
234,5,2,0,0
234,8,2,0,0
234,4,16,13,0
234,9,2,0,0
234,14,16,13,1
234,15,4,2,1
234,7,4,2,0
234,3,11,8,0
234,20,2,0,0
234,4,2,0,0
234,7,16,13,0
234,20,4,2,0
234,2,11,8,1
234,37,3,0,0
234,5,2,0,0
234,24,2,0,0
234,19,2,0,0
234,10,16,13,4
234,8,16,13,2
234,13,11,8,1
234,9,23,15,2
234,6,16,13,1
234,4,16,13,1
234,17,16,13,1
234,8,16,13,1
234,4,11,8,0
234,5,4,2,0
234,3,16,13,2
234,3,2,0,0
234,3,11,8,1
234,24,9,4,2
234,18,2,0,0
234,20,4,2,0
234,11,4,2,0
234,21,2,0,0
234,4,2,0,0
234,11,16,13,1
234,6,2,0,0
234,2,16,13,0
234,2,2,0,0
234,32,2,0,0
234,14,4,2,0
234,9,4,2,0
234,2,16,13,1
234,5,2,0,0
234,3,11,8,1
234,6,2,0,0
234,5,2,0,0
234,9,16,13,0
234,5,2,0,0
234,5,2,0,0
234,2,16,13,0
234,18,2,0,0
234,23,2,0,0
234,5,4,2,0
234,6,2,0,0
234,3,11,8,0
234,4,16,13,1
234,9,16,13,3
234,17,16,13,5
234,14,2,0,0
234,4,2,0,0
234,18,2,0,0
234,11,16,13,3
234,4,4,2,0
234,15,2,0,0
234,25,2,0,0
234,4,2,0,0
234,3,11,8,1
234,3,11,8,0
234,4,4,2,0
234,5,4,2,0
234,5,2,0,0
234,15,2,0,0
234,9,2,0,0
234,5,2,0,0
234,3,4,2,0
234,2,2,0,0
234,4,4,2,0
234,3,2,0,0
234,10,2,0,0
234,2,11,8,0
234,15,2,0,0
234,2,2,0,0
234,6,2,0,0
234,7,2,0,0
234,11,2,0,0
234,23,2,0,0
234,20,4,2,0
234,4,16,13,0
234,12,2,0,0
234,4,2,0,1
234,5,2,0,1
234,3,2,0,0
234,4,2,0,0
234,3,11,8,0
234,16,2,0,0
234,2,2,0,0
234,5,11,8,0
234,3,11,8,0
234,16,16,13,1
234,3,2,0,0
234,7,2,0,0
234,4,2,0,0
234,2,4,2,0
234,2,2,0,0
234,2,16,13,0
234,3,2,0,0
234,3,11,8,1
234,4,2,0,0
234,5,11,8,0
234,3,2,0,0
234,4,2,0,0
234,3,2,0,0
234,10,2,0,0
234,7,2,0,0
234,2,16,13,0
234,7,16,13,0
234,11,2,0,0
234,3,2,0,0
234,6,2,0,0
234,7,2,0,0
234,4,11,8,1
234,14,2,0,0
234,4,4,2,0
234,16,2,0,0
234,18,2,0,0
234,3,2,0,0
234,4,2,0,0
234,13,2,0,0
234,2,2,0,0
234,10,16,13,0
234,78,2,1,1
234,5,16,13,0
234,5,2,0,0
234,8,4,2,0
234,19,4,2,0
234,3,11,8,0
234,8,2,0,0
234,4,4,2,0
234,5,11,8,0
234,14,2,0,0
234,5,16,13,0
234,5,4,2,0
234,5,2,0,0
234,6,2,0,0
234,5,16,13,0
234,4,2,0,0
234,4,16,13,1
234,16,11,8,2
234,6,2,0,0
234,5,2,0,0
234,4,2,0,1
234,12,2,0,0
234,8,16,13,0
234,8,2,0,0
234,8,2,0,0
234,5,16,13,1
234,11,2,0,0
234,9,16,13,0
234,8,16,13,2
234,7,2,0,0
234,7,2,0,0
234,4,2,0,1
234,16,4,2,0
234,6,2,0,0
234,2,11,8,0
234,4,11,8,0
234,18,2,0,0
234,2,2,0,0
234,3,2,0,0
234,4,2,0,0
234,7,2,0,0
234,10,16,13,1
234,2,16,13,0
234,17,2,0,0
234,7,4,2,0
234,5,4,2,0
234,6,4,2,0
234,8,11,8,1
234,4,2,0,0
234,4,4,2,0
234,8,11,8,2
234,4,16,13,1
234,14,4,2,0
234,23,23,15,2
234,5,2,0,0
234,2,11,8,0
234,13,4,2,0
234,5,2,0,0
234,5,2,0,0
234,7,2,0,0
234,2,11,8,0
234,7,16,13,2
234,4,2,0,0
234,4,11,8,0
234,3,16,13,1
234,2,4,2,0
234,2,2,0,0
234,8,16,13,1
234,11,2,0,0
234,4,16,13,1
234,5,11,8,0
234,4,2,0,0
234,5,4,2,0
234,5,11,8,0
234,6,2,0,0
234,3,2,0,0
234,5,2,0,0
234,15,2,0,0
234,4,11,8,0
234,4,2,0,0
234,7,2,0,0
234,5,4,2,0
234,11,2,0,0
234,18,11,8,2
234,7,4,2,0
234,5,16,13,1
234,16,2,0,0
234,3,2,0,0
234,4,2,0,0
234,4,4,2,0
234,3,16,13,1
234,10,2,0,0
234,4,16,13,0
234,12,2,0,0
234,3,16,13,0
234,23,2,0,0
234,4,16,13,1
234,10,2,0,0
234,8,11,8,1
234,4,4,2,0
234,9,4,2,0
234,7,2,0,0
234,7,11,8,0
234,3,2,0,0
234,23,4,2,0
234,19,2,0,0
234,3,11,8,0
234,3,2,0,0
234,7,11,8,1
234,4,2,0,0
234,11,2,0,0
234,4,11,8,0
234,4,11,8,0
234,3,2,0,0
234,4,11,8,0
234,19,2,0,0
234,2,11,8,0
234,14,16,13,4
234,4,2,0,0
234,11,11,8,1
234,4,11,8,1
234,7,2,0,0
234,4,2,0,0
234,7,2,0,0
234,10,4,2,1
234,5,2,0,0
234,3,16,13,1
234,3,11,8,1
234,5,2,0,0
234,4,11,8,0
234,7,2,0,0
234,4,11,8,0
234,10,2,0,0
234,12,16,13,0
234,11,2,0,0
234,13,3,0,0
234,6,2,0,0
234,13,2,0,0
234,8,4,2,0
234,6,2,0,0
234,5,2,0,0
234,7,2,0,0
234,3,11,8,0
234,6,11,8,1
234,3,2,0,0
234,4,4,2,0
234,4,2,0,0
234,13,2,0,0
234,13,16,13,3
234,13,16,13,3
234,13,16,13,6
234,11,16,13,2
234,11,2,0,0
234,17,2,0,0
234,4,2,0,0
234,6,2,0,0
234,6,11,8,0
234,7,11,8,0
234,9,4,2,0
234,3,4,2,0
234,6,2,0,0
234,2,2,0,0
234,4,4,2,0
234,15,2,0,0
234,11,11,8,4
234,28,16,13,2
234,4,2,0,0
234,3,2,0,0
234,10,2,0,0
234,11,2,0,0
234,4,2,0,0
234,7,2,0,0
234,4,2,0,0
234,8,16,13,2
234,7,4,2,0
234,17,2,0,0
234,2,2,0,0
234,3,11,8,0
234,8,11,8,1
234,5,2,0,0
234,14,2,0,0
234,5,16,13,1
234,14,2,0,0
234,2,11,8,0
234,7,2,0,0
234,17,4,2,0
234,20,2,0,0
234,5,2,0,0
234,14,2,0,0
234,2,2,0,0
234,19,2,0,0
234,4,2,0,0
234,3,2,0,0
234,10,2,0,0
234,6,2,0,0
234,9,4,2,0
234,6,4,2,0
234,13,2,0,0
234,13,4,2,0
234,17,4,2,0
234,22,2,0,0
234,9,4,2,0
234,4,11,8,1
234,5,4,2,0
234,3,11,8,0
234,5,2,0,0
234,10,4,2,0
234,8,2,0,0
234,4,2,0,0
234,3,11,8,0
234,13,2,0,0
234,10,3,0,0
234,2,11,8,0
234,23,2,0,0
234,3,2,0,0
234,7,2,0,0
234,2,4,2,0
234,2,2,0,0
234,5,4,2,0
234,16,2,0,0
234,10,16,13,2
234,2,11,8,0
234,6,11,8,0
234,3,2,0,0
234,11,2,0,0
234,10,2,0,0
234,9,4,2,0
234,17,2,0,0
234,2,11,8,0
234,3,2,0,0
234,27,18,9,3
234,2,16,13,1
234,2,2,0,0
234,5,2,0,0
234,4,11,8,1
234,3,2,0,0
234,8,11,7,1
234,6,2,0,0
234,5,11,8,2
234,9,2,0,0
234,13,2,0,0
234,2,16,13,0
234,26,4,2,0
234,5,16,13,0
234,5,11,8,0
234,6,2,0,0
234,5,4,2,0
234,3,2,0,0
234,22,2,0,0
234,9,2,0,0
234,27,4,2,0
234,7,2,0,0
234,2,4,2,0
234,8,4,2,0
234,14,2,0,0
234,3,2,0,0
234,3,16,13,0
234,3,11,8,0
234,19,2,0,0
234,2,2,0,0
234,4,4,2,0
234,2,16,13,0
234,4,4,2,0
234,7,2,0,0
234,2,16,13,1
234,4,4,2,0
234,5,16,13,1
234,2,2,0,0
234,6,2,0,0
234,3,2,0,0
234,3,16,13,0
234,3,2,0,0
234,8,2,0,0
234,2,2,0,0
234,2,2,0,0
234,16,2,0,0
234,4,2,0,0
234,8,4,2,0
234,9,4,2,0
234,8,11,8,1
234,3,2,0,0
234,4,16,13,0
234,3,2,0,0
234,2,2,0,0
234,4,11,8,2
234,9,2,0,0
234,26,28,20,7
234,6,2,0,0
234,11,2,0,0
234,26,20,13,2
234,10,2,0,0
234,13,2,0,0
234,10,2,0,0
234,8,2,0,0
234,17,4,2,1
234,11,2,0,0
234,15,2,0,0
234,2,11,8,0
234,21,2,0,0
234,2,2,0,0
234,14,2,0,0
234,3,4,2,0
234,2,11,8,1
234,16,2,0,0
234,5,2,0,0
234,2,2,0,0
234,3,2,0,0
234,3,4,2,0
234,5,16,13,0
234,4,4,2,0
234,4,2,0,0
234,2,2,0,0
234,10,4,2,1
234,11,2,0,0
234,4,2,0,0
234,21,2,0,1
234,2,4,2,0
234,4,11,8,0
234,6,16,13,1
234,2,2,0,0
234,8,16,13,3
234,7,2,0,1
234,6,2,0,0
234,3,16,13,0
234,3,4,2,0
234,4,4,2,0
234,5,2,0,0
234,18,2,0,0
234,4,2,0,0
234,3,11,8,0
234,2,11,8,0
234,5,2,0,0
234,5,2,0,0
234,4,2,0,0
234,6,2,0,0
234,8,4,2,0
234,9,16,13,1
234,3,11,8,0
234,2,4,2,0
234,2,4,2,0
234,2,11,8,0
234,16,4,2,0
234,23,2,0,0
234,3,11,8,0
234,4,2,0,0
234,4,11,8,0
234,15,2,0,0
234,5,11,8,0
234,15,2,0,0
234,9,4,2,0
234,4,4,2,0
234,5,2,0,0
234,11,11,8,2
234,2,16,13,1
234,17,2,0,0
234,5,2,0,0
234,4,2,0,0
234,3,2,0,0
234,2,2,0,0
234,7,4,2,0
234,2,16,13,0
234,43,2,0,1
234,12,2,0,0
234,4,2,0,0
234,6,4,2,0
234,2,2,1,0
234,10,16,13,1
234,3,4,2,0
234,4,16,13,0
234,3,2,0,0
234,21,2,0,0
234,6,4,2,0
234,5,2,0,0
234,2,2,0,0
234,10,2,0,0
234,2,2,0,0
234,2,2,0,0
234,2,4,2,0
234,3,11,8,0
234,14,2,0,0
234,7,4,2,0
234,3,11,8,0
234,14,2,0,0
234,14,4,2,0
234,7,11,8,0
234,19,2,0,0
234,3,2,0,0
234,24,10,7,1
234,6,11,8,1
234,17,2,0,0
234,6,2,0,0
234,4,11,8,0
234,3,11,8,0
234,18,2,0,0
234,13,2,0,0
234,4,2,0,0
234,5,2,0,0
234,9,2,0,0
234,5,2,0,0
234,10,2,0,0
234,18,2,0,0
234,28,2,0,0
234,2,11,8,0
234,20,2,0,0
234,10,2,0,0
234,4,16,13,0
234,9,11,8,1
234,6,4,2,0
234,4,11,8,1
234,2,11,8,0
234,3,4,2,0
234,5,2,0,0
234,13,2,0,0
234,5,2,0,0
234,6,2,0,0
234,4,16,13,1
234,2,2,0,0
234,4,11,8,0
234,5,11,8,0
234,29,2,0,0
234,8,2,0,0
234,3,11,8,0
234,5,11,8,0
234,6,2,0,0
234,3,11,8,1
234,4,2,0,0
234,4,11,8,0
234,10,11,8,2
234,13,4,2,0
234,3,2,0,0
234,6,2,0,0
234,6,2,0,0
234,3,11,8,0
234,5,11,8,1
234,2,11,8,0
234,3,2,0,0
234,7,11,8,0
234,6,11,8,1
234,3,11,8,1
234,3,2,0,0
234,3,2,0,0
234,4,2,0,0
234,2,16,13,0
234,3,11,8,0
234,5,2,0,0
234,4,2,0,0
234,5,4,2,0
234,2,2,0,0
234,11,11,8,2
234,3,2,0,0
234,4,2,0,0
234,11,2,0,0
234,5,16,13,0
234,2,11,8,0
234,2,2,0,0
234,6,2,0,0
234,5,16,13,0
234,12,2,0,0
234,11,16,13,1
234,8,2,0,0
234,42,2,0,0
234,4,28,20,1
234,5,16,13,0
234,4,2,0,0
234,3,2,0,0
234,5,16,13,1
234,4,2,0,0
234,4,2,0,0
234,3,11,8,0
234,2,2,0,0
234,5,2,0,0
234,2,11,8,0
234,8,2,0,0
234,4,16,13,0
234,17,2,0,0
234,6,2,0,0
234,4,11,8,1
234,3,11,8,0
234,9,11,8,0
234,3,11,8,0
234,2,11,8,0
234,2,2,0,0
234,8,2,0,0
234,7,4,2,0
234,4,4,2,0
234,3,2,0,0
234,10,16,13,1
234,9,4,2,0
234,3,2,0,0
234,2,11,8,0
234,21,2,0,0
234,11,16,13,2
234,4,11,8,0
234,6,2,0,0
234,22,11,8,2
234,10,2,0,0
234,5,16,13,0
234,5,2,0,0
234,5,11,8,0
234,3,16,13,0
234,3,16,13,1
234,4,11,8,0
234,9,2,0,0
234,6,2,0,0
234,4,2,0,0
234,12,2,0,0
234,7,4,2,0
234,12,2,0,0
234,7,2,0,0
234,2,2,0,0
234,3,11,8,0
234,23,2,0,0
234,16,4,2,1
234,8,2,0,0
234,4,2,0,0
234,6,2,0,0
234,4,2,0,0
234,13,4,2,0
234,2,2,0,0
234,4,2,0,0
234,2,11,8,0
234,3,21,13,1
234,6,4,2,0
234,4,2,0,0
234,2,2,0,0
234,4,2,0,0
234,3,11,8,0
234,24,2,0,1
234,3,11,8,0
234,7,2,0,0
234,7,2,0,0
234,3,4,2,0
234,11,2,0,0
234,16,2,0,0
234,2,2,0,0
234,4,2,0,0
234,2,4,2,1
234,2,2,0,0
234,7,4,2,0
234,11,11,8,1
234,4,4,2,0
234,4,11,8,1
234,11,2,0,0
234,5,2,0,0
234,6,2,0,0
234,5,16,13,2
234,5,11,8,1
234,21,2,0,0
234,10,16,13,5
234,2,11,8,0
234,9,2,0,0
234,2,2,0,0
234,9,4,2,0
234,16,2,0,0
234,14,4,2,0
234,6,2,0,0
234,3,2,0,1
234,11,4,2,0
234,11,16,13,6
234,7,16,13,2
234,3,2,0,0
234,4,2,0,0
234,8,2,0,0
234,3,16,13,0
234,3,2,0,0
234,7,2,0,0
234,2,4,2,1
234,6,4,2,0
234,8,2,0,0
234,2,2,0,0
234,3,2,0,0
234,2,11,8,0
234,5,2,0,0
234,2,11,8,0
234,3,16,13,0
234,13,2,0,0
234,3,2,0,0
234,4,2,0,0
234,5,2,0,0
234,8,2,0,0
234,7,16,13,2
234,11,2,0,0
234,2,16,13,0
234,8,16,13,1
234,12,2,0,0
234,4,2,0,0
234,3,2,0,0
234,4,2,0,0
234,4,11,8,0
234,3,2,0,0
234,10,2,0,0
234,7,2,0,0
234,20,4,2,0
234,2,11,8,0
234,3,28,20,2
234,11,2,0,0
234,6,2,0,0
234,7,2,0,0
234,2,4,2,0
234,18,2,0,0
234,3,2,0,1
234,6,6,3,0
234,5,16,13,1
234,5,4,2,0
234,3,16,13,0
234,2,4,2,0
234,7,2,0,0
234,13,2,0,0
234,4,11,8,0
234,11,2,0,0
234,8,2,0,0
234,14,4,2,1
234,3,11,8,0
234,7,4,2,0
234,2,11,8,1
234,4,2,0,0
234,3,11,8,0
234,2,2,0,0
234,3,11,8,0
234,4,2,0,0
234,9,16,13,1
234,17,2,0,0
234,5,11,8,1
234,4,2,0,0
234,2,11,8,1
234,9,2,0,0
234,2,2,0,0
234,2,4,2,0
234,9,4,2,0
234,8,11,8,1
234,5,2,0,0
234,13,2,0,0
234,5,11,8,0
234,6,16,13,1
234,4,11,8,0
234,5,2,0,0
234,10,4,2,1
234,2,2,0,0
234,4,4,2,0
234,4,4,2,0
234,5,2,0,0
234,10,16,13,0
234,9,2,0,0
234,29,2,0,0
234,4,2,0,0
234,15,16,13,3
234,16,11,8,2
234,4,2,0,0
234,5,2,0,1
234,8,21,13,2
234,16,16,13,4
234,5,2,0,1
234,3,2,0,0
234,2,11,8,0
234,17,16,13,3
234,11,2,0,0
234,2,2,0,0
234,6,2,0,0
234,3,2,0,0
234,3,2,0,0
234,7,16,13,2
234,6,2,0,0
234,2,2,0,0
234,2,11,8,0
234,14,4,2,0
234,2,11,8,0
234,5,16,13,1
234,2,2,0,0
234,3,2,0,0
234,8,16,13,3
234,9,2,0,0
234,3,2,0,0
234,3,16,13,0
234,11,16,13,2
234,4,16,13,1
234,13,2,0,0
234,4,2,0,0
234,20,2,0,0
234,12,2,0,0
234,7,2,0,0
234,2,16,13,0
234,11,2,0,0
234,9,2,0,0
234,3,11,8,0
234,3,2,0,0
234,11,2,0,0
234,5,2,0,0
234,8,2,0,0
234,6,2,0,0
234,5,2,0,0
234,4,11,8,0
234,3,2,0,0
234,2,2,0,0
234,3,16,13,1
234,9,2,0,0
234,14,2,0,0
234,4,16,13,1
234,3,2,0,0
234,17,23,15,2
234,4,11,8,0
234,19,2,0,0
234,11,2,0,0
234,3,2,0,0
234,8,2,0,0
234,6,2,0,0
234,2,4,2,0
234,3,4,2,0
234,15,2,0,0
234,4,11,8,0
234,10,2,0,0
234,8,2,0,0
234,4,2,0,0
234,4,16,13,0
234,33,2,0,0
234,8,2,0,0
234,9,16,13,2
234,2,2,0,0
234,19,2,0,0
234,8,2,0,0
234,3,11,8,0
234,8,16,13,1
234,3,11,8,0
234,4,11,8,0
234,7,11,8,1
234,7,2,0,0
234,3,2,0,0
234,5,11,8,0
234,6,2,0,0
234,3,2,0,0
234,4,11,8,1
234,14,4,2,0
234,4,11,8,1
234,9,2,0,0
234,21,4,2,0
234,6,2,0,0
234,2,16,13,1
234,6,2,0,0
234,4,2,0,0
234,4,11,8,1
234,8,2,0,0
234,8,2,0,0
234,4,16,13,0
234,18,2,0,0
234,3,2,0,0
234,3,11,8,1
234,6,2,0,0
234,3,2,0,0
234,2,2,0,0
234,3,2,0,0
234,18,16,13,3
234,14,4,2,1
234,4,2,0,0
234,13,2,0,0
234,3,2,0,0
234,8,2,0,0
234,4,2,0,0
234,5,11,8,0
234,8,2,0,1
234,12,11,8,1
234,4,2,0,0
234,4,2,0,0
234,6,16,13,0
234,3,2,0,0
234,7,2,0,0
234,15,16,13,5
234,6,2,0,0
234,4,11,8,0
234,12,11,8,2
234,18,16,13,3
234,5,2,0,0
234,4,4,2,0
234,7,2,0,0
234,4,2,0,0
234,3,16,13,0
234,7,2,0,0
234,16,2,0,0
234,13,2,0,0
234,16,2,0,0
234,5,2,0,0
234,9,4,2,0
234,4,2,0,0
234,7,4,2,0
234,9,2,0,0
234,4,2,0,0
234,5,2,0,0
234,5,2,0,0
234,9,2,0,0
234,6,2,0,0
234,8,2,0,0
234,8,2,0,0
234,6,2,0,0
234,5,2,0,0
234,4,2,0,0
234,2,2,0,0
234,6,2,0,0
234,7,2,0,0
234,3,2,0,0
234,5,2,0,0
234,5,2,0,0
234,6,2,0,0
234,3,2,0,0
234,3,2,0,0
234,5,4,2,0
234,7,2,0,0
234,5,2,0,0
234,25,4,2,0
234,8,2,0,0
234,3,2,0,0
234,9,4,2,0
234,3,2,0,1
234,4,2,0,0
234,3,11,8,0
234,17,2,0,0
234,2,4,2,0
234,8,2,0,0
234,2,2,0,0
234,6,16,13,1
234,5,2,0,0
234,9,4,2,0
234,6,2,0,0
234,9,2,0,0
234,3,2,0,0
234,10,2,0,0
234,8,16,13,2
234,3,11,8,0
234,2,4,2,0
234,5,2,0,0
234,12,4,2,0
234,2,2,0,0
234,11,2,0,0
234,7,2,0,0
234,3,11,8,0
234,5,2,0,0
234,3,2,0,0
234,5,2,0,1
234,2,2,0,0
234,2,11,8,0
234,6,2,0,0
234,7,2,0,0
234,5,2,0,0
234,16,2,0,0
234,8,2,0,0
234,2,2,0,0
234,9,2,0,0
234,4,2,0,0
234,8,11,8,0
234,2,2,0,0
234,3,11,8,1
234,5,16,13,0
234,3,2,0,0
234,5,2,0,0
234,3,11,8,1
234,3,11,8,1
234,4,16,13,0
234,5,2,0,0
234,14,2,0,0
234,4,2,0,0
234,3,2,0,0
234,6,16,13,3
234,3,2,0,0
234,5,2,0,0
234,3,16,13,0
234,6,2,0,1
234,17,2,0,0
234,3,2,0,0
234,2,4,2,1
234,6,2,0,0
234,9,2,0,0
234,4,11,8,1
234,9,4,2,0
234,13,4,2,0
234,3,2,0,0
234,3,16,13,0
234,2,2,0,0
234,3,11,8,0
234,2,4,2,0
234,4,11,8,2
234,3,2,0,0
234,2,2,0,0
234,4,4,2,0
234,4,2,0,0
234,3,2,0,0
234,8,2,0,0
234,15,2,0,0
234,19,2,0,1
234,5,2,0,0
234,4,11,8,1
234,3,2,0,0
234,9,2,0,0
234,5,11,8,0
234,7,2,0,0
234,20,2,0,0
234,4,2,0,0
234,3,11,8,0
234,2,2,0,0
234,4,2,0,0
234,11,23,15,1
234,2,11,8,0
234,23,2,0,0
234,3,2,0,0
234,6,11,8,1
234,19,2,0,0
234,10,2,0,0
234,14,2,0,0
234,15,2,0,0
234,5,2,0,0
234,4,2,0,0
234,7,2,0,0
234,8,2,0,0
234,3,4,2,0
234,3,16,13,0
234,12,2,0,0
234,8,16,13,0
234,2,16,13,0
234,5,16,13,0
234,6,16,13,2
234,13,4,2,0
234,13,2,0,1
234,6,11,8,1
234,3,2,0,0
234,3,11,8,0
234,9,2,0,0
234,7,2,0,0
234,5,2,0,0
234,7,3,0,0
234,5,2,0,1
234,14,2,0,0
234,5,2,0,0
234,2,2,0,0
234,26,21,13,4
234,5,11,8,0
234,12,16,13,4
234,2,2,0,0
234,7,16,13,1
234,7,2,0,0
234,4,2,0,0
234,4,11,8,0
