d1Length,d2Length,ResultLength,d1rIntersection,d2rIntersection
475,13,3,2,0
475,16,19,13,1
475,26,29,24,4
475,5,3,2,0
475,10,3,2,0
475,2,5,2,0
475,9,3,2,1
475,2,29,24,1
475,5,11,10,0
475,7,3,2,0
475,15,3,2,0
475,26,3,2,2
475,5,3,2,0
475,6,5,4,0
475,3,3,2,0
475,22,3,1,0
475,7,11,10,0
475,12,38,31,2
475,4,3,2,0
475,2,11,10,0
475,4,3,2,1
475,2,3,2,0
475,3,20,12,0
475,14,38,31,7
475,16,38,31,3
475,3,5,4,0
475,29,23,19,2
475,40,7,5,1
475,2,29,24,0
475,3,3,2,0
475,5,3,2,0
475,4,3,2,0
475,10,3,2,0
475,21,5,4,1
475,8,5,4,0
475,7,5,4,0
475,12,29,24,2
475,5,3,2,1
475,8,3,2,0
475,15,3,2,1
475,15,29,24,1
475,17,38,31,8
475,17,2,1,1
475,43,7,5,4
475,9,29,24,1
475,2,3,2,0
475,10,38,31,4
475,10,29,24,1
475,20,29,24,3
475,8,14,12,1
475,21,29,24,4
475,28,5,4,1
475,19,3,2,0
475,24,10,8,0
475,28,38,31,10
475,10,38,31,4
475,16,29,24,5
475,4,3,2,0
475,5,3,2,0
475,5,3,2,0
475,29,38,31,7
475,21,5,2,0
475,17,11,9,1
475,3,3,2,0
475,3,3,2,0
475,5,5,2,0
475,11,38,31,6
475,11,3,2,0
475,11,29,24,1
475,4,3,2,0
475,4,3,2,0
475,4,29,24,0
475,13,29,24,3
475,19,29,24,5
475,10,29,24,3
475,21,3,2,1
475,7,29,24,1
475,7,3,2,0
475,12,3,2,1
475,22,3,2,0
475,16,29,24,4
475,23,29,24,4
475,7,5,4,0
475,7,29,24,2
475,2,3,2,0
475,24,5,4,2
475,7,3,2,0
475,11,38,31,4
475,16,36,30,7
475,2,3,2,0
475,9,3,2,0
475,2,3,2,0
475,11,29,24,1
475,5,3,2,0
475,10,5,4,1
475,16,29,24,3
475,7,11,10,1
475,4,3,2,0
475,13,29,24,3
475,3,5,2,0
475,7,3,2,0
475,6,3,2,0
475,8,3,2,0
475,3,3,2,0
475,16,29,24,1
475,4,38,31,1
475,6,38,31,1
475,7,29,24,3
475,4,29,24,0
475,8,29,24,5
475,21,29,24,4
475,17,38,31,10
475,4,3,2,0
475,9,38,31,4
475,2,29,24,0
475,8,3,2,0
475,11,4,1,1
475,10,29,24,2
475,10,29,24,0
475,11,5,2,0
475,11,3,2,1
475,6,3,2,0
475,3,3,2,0
475,2,29,24,1
475,3,3,2,0
475,4,38,31,2
475,6,29,24,2
475,11,38,31,3
475,9,3,2,1
475,3,3,2,0
475,8,38,31,0
475,3,3,2,0
475,22,29,24,4
475,18,5,4,0
475,3,29,24,1
475,14,5,2,0
475,5,5,4,0
475,3,38,31,2
475,3,3,2,0
475,3,38,31,1
475,7,3,2,0
475,3,3,2,2
475,4,3,2,0
475,4,3,2,0
475,7,29,24,3
475,19,29,24,3
475,13,38,31,2
475,7,38,31,2
475,4,3,2,0
475,6,5,2,1
475,5,5,2,0
475,6,38,31,2
475,6,11,10,0
475,4,3,2,1
475,26,3,2,1
475,13,3,2,0
475,16,29,24,2
475,4,29,24,0
475,25,3,2,1
475,9,3,2,1
475,4,29,24,1
475,8,29,24,0
475,4,38,31,3
475,2,3,2,0
475,6,29,24,2
475,17,5,4,1
475,5,3,2,1
475,3,3,2,0
475,3,29,24,0
475,6,29,24,2
475,9,38,31,3
475,12,3,2,0
475,16,3,2,0
475,8,29,24,1
475,2,3,2,0
475,3,38,31,1
475,30,38,31,6
475,4,3,2,0
475,5,2,1,0
475,6,38,31,1
475,17,29,24,2
475,3,3,2,0
475,9,38,31,4
475,24,38,31,5
475,2,3,2,0
475,19,38,31,7
475,4,3,2,0
475,19,7,5,1
475,9,3,2,1
475,42,38,31,9
475,4,29,24,0
475,9,3,2,0
475,2,29,24,0
475,18,19,13,4
475,10,38,31,2
475,13,3,2,2
475,7,5,4,1
475,7,3,2,0
475,11,11,10,0
475,3,29,24,0
475,8,38,31,3
475,16,3,2,0
475,5,29,24,0
475,4,3,2,0
475,2,38,31,0
475,2,38,31,1
475,3,3,2,0
475,9,29,24,1
475,34,38,31,9
475,7,4,1,0
475,20,11,10,2
475,12,3,2,0
475,8,29,24,1
475,3,5,4,0
475,22,5,4,0
475,13,3,2,1
475,8,3,2,2
475,4,29,24,0
475,3,29,24,0
475,3,5,4,1
475,4,29,24,2
475,10,5,4,0
475,6,29,24,2
475,4,11,10,1
475,5,29,24,3
475,4,3,2,0
475,13,7,5,0
475,5,11,10,0
475,26,8,5,3
475,10,29,24,3
475,5,11,10,2
475,3,3,2,1
475,10,3,2,0
475,3,3,2,0
475,3,3,2,0
475,4,3,2,0
475,2,29,24,1
475,10,38,31,1
475,10,29,24,2
475,2,5,4,0
475,10,35,29,5
475,4,29,24,0
475,26,29,24,8
475,24,11,10,2
475,6,3,2,0
475,4,5,4,0
475,2,3,2,0
475,18,38,31,9
475,21,6,3,3
475,6,3,2,0
475,7,38,31,3
475,13,29,24,4
475,9,38,31,3
475,9,29,24,1
475,9,29,24,3
475,2,29,24,0
475,4,29,24,0
475,19,3,1,1
475,18,29,24,3
475,14,9,5,0
475,12,3,2,0
475,14,11,10,2
475,8,9,5,1
475,3,9,5,0
475,14,11,10,2
475,2,29,24,0
475,3,29,24,0
475,9,29,24,3
475,5,3,2,0
475,2,3,2,0
475,7,5,4,0
475,8,29,24,6
475,2,3,2,0
475,4,22,18,0
475,5,3,2,0
475,10,3,2,1
475,2,5,4,1
475,2,29,24,1
475,7,29,24,3
475,5,5,4,1
475,5,5,4,1
475,4,29,24,1
475,6,38,31,2
475,9,29,24,0
475,10,38,31,1
475,25,2,1,1
475,11,29,24,3
475,19,29,24,2
475,4,3,2,0
475,2,29,24,1
475,5,29,24,0
475,17,38,31,7
475,2,3,2,0
475,20,38,31,7
475,2,29,24,0
475,20,38,31,11
475,18,2,1,1
475,11,19,13,1
475,18,38,31,9
475,7,38,31,1
475,20,3,2,1
475,17,38,31,6
475,4,38,31,3
475,10,14,12,2
475,7,29,24,1
475,10,11,10,1
475,4,3,2,0
475,22,20,12,4
475,19,29,24,5
475,4,3,2,0
475,5,3,2,0
475,4,29,24,0
475,3,29,24,2
475,6,29,24,1
475,2,29,24,1
475,3,3,2,0
475,3,3,2,0
475,12,3,2,0
475,9,29,24,2
475,11,29,24,3
475,16,11,10,0
475,17,29,24,3
475,10,29,24,4
475,13,38,31,4
475,13,7,5,0
475,12,38,31,2
475,14,29,24,10
475,9,38,31,6
475,24,19,13,7
475,18,7,5,1
475,7,29,24,3
475,15,3,2,0
475,3,3,2,0
475,9,5,4,0
475,2,5,4,1
475,5,6,5,1
475,7,5,4,1
475,19,4,1,0
475,5,29,24,1
475,8,29,24,0
475,9,29,24,4
475,16,29,24,4
475,7,38,31,2
475,3,3,2,0
475,5,3,2,0
475,5,3,2,0
475,3,2,1,1
475,2,5,4,0
475,5,38,31,4
475,16,38,31,6
475,3,3,2,0
475,3,3,2,0
475,13,29,24,2
475,10,29,24,2
475,3,29,24,0
475,24,38,31,7
475,5,3,2,0
475,9,5,4,1
475,17,5,4,0
475,5,5,4,0
475,5,25,21,0
475,17,38,31,3
475,8,29,24,3
475,3,3,2,0
475,5,3,2,0
475,2,5,4,0
475,6,29,24,3
475,2,29,24,0
475,4,11,10,0
475,2,29,24,1
475,4,3,2,0
475,11,29,24,3
475,9,3,2,1
475,4,3,2,0
475,11,38,31,5
475,13,5,4,1
475,5,3,2,0
475,7,38,31,3
475,4,2,1,0
475,4,3,2,0
475,5,38,31,1
475,10,38,31,1
475,5,29,24,3
475,5,3,2,0
475,4,38,31,2
475,11,5,4,1
475,7,3,2,1
475,2,3,2,0
475,8,38,31,3
475,2,3,2,0
475,3,29,24,1
475,4,29,24,1
475,15,29,24,3
475,9,5,4,0
475,4,29,24,0
475,7,3,2,0
475,13,38,31,4
475,11,38,31,2
475,2,7,5,0
475,3,29,24,2
475,16,5,4,1
475,10,35,29,4
475,4,5,4,0
475,6,11,10,1
475,4,11,10,1
475,9,3,2,0
475,4,2,1,0
475,8,3,2,1
475,16,29,24,1
475,15,3,2,0
475,3,11,10,2
475,15,38,31,9
475,28,10,8,3
475,6,29,24,1
475,7,3,2,1
475,8,29,24,4
475,3,29,24,2
475,3,2,1,1
475,6,38,31,4
475,4,11,10,0
475,8,38,31,2
475,2,3,2,0
475,3,29,24,0
475,18,3,2,0
475,2,3,2,0
475,3,3,2,0
475,3,5,4,1
475,7,38,31,3
475,2,3,2,0
475,9,38,31,7
475,6,29,24,1
475,8,29,24,1
475,8,29,24,5
475,13,11,10,1
475,13,29,23,2
475,9,29,24,2
475,7,29,24,0
475,3,29,24,0
475,16,11,10,2
475,2,3,2,0
475,6,3,2,0
475,3,3,2,0
475,3,29,24,1
475,3,29,24,1
475,16,3,2,1
475,10,5,4,0
475,16,38,31,6
475,14,29,24,2
475,3,3,2,0
475,19,29,24,4
475,4,3,2,0
475,9,3,2,0
475,29,11,10,1
475,6,3,2,0
475,4,29,24,1
475,4,3,2,0
475,26,3,2,0
475,9,5,3,1
475,5,11,10,1
475,2,29,24,0
475,15,38,31,3
475,4,5,4,0
475,4,5,4,0
475,3,3,2,0
475,4,11,10,1
475,3,3,2,0
475,3,38,31,1
475,17,29,24,2
475,4,3,2,0
475,10,5,4,0
475,4,29,24,0
475,17,38,31,4
475,5,3,2,0
475,11,29,24,1
475,3,29,24,2
475,19,5,4,1
475,5,11,10,1
475,4,3,2,0
475,10,29,24,3
475,6,3,2,0
475,2,38,31,1
475,11,29,24,1
475,11,38,31,4
475,4,3,2,0
475,18,7,5,2
475,3,3,2,0
475,9,5,4,0
475,5,29,24,3
475,12,29,24,4
475,8,29,24,4
475,7,38,31,4
475,8,29,24,1
475,18,5,4,1
475,2,29,24,0
475,7,16,13,1
475,2,11,10,0
475,3,3,2,0
475,4,7,5,0
475,4,3,2,0
475,7,29,24,1
475,5,5,4,1
475,9,38,31,2
475,2,29,24,0
475,3,29,24,2
475,9,3,2,2
475,12,11,10,2
475,18,38,31,5
475,4,38,31,1
475,4,35,29,0
475,6,29,24,2
475,6,29,24,0
475,6,29,24,0
475,7,3,2,1
475,19,5,4,0
475,5,19,13,0
475,5,38,31,2
475,5,29,24,0
475,23,25,21,2
475,6,29,24,0
475,8,3,2,0
475,6,29,24,2
475,3,11,10,1
475,6,29,24,2
475,3,29,24,1
475,2,29,24,1
475,18,29,24,4
475,2,3,2,0
475,7,3,2,0
475,3,3,2,0
475,2,3,2,0
475,3,29,24,0
475,3,3,2,0
475,2,3,2,0
475,2,3,2,0
475,4,3,2,0
475,6,3,2,0
475,3,29,24,1
475,2,5,2,0
475,3,38,31,0
475,2,29,24,1
475,8,5,4,1
475,2,5,4,1
475,8,29,24,2
475,8,5,4,0
475,4,29,24,1
475,5,3,2,0
475,2,5,4,0
475,5,29,24,1
475,6,3,2,0
475,6,29,24,0
475,4,3,2,0
475,5,29,24,0
475,8,38,31,4
475,4,29,24,0
475,4,3,2,1
475,16,29,24,5
475,3,29,24,0
475,7,29,24,1
475,2,11,10,0
475,4,29,24,0
475,3,3,2,0
475,3,3,2,0
475,17,5,4,0
475,6,5,4,1
475,4,29,24,0
475,3,29,24,0
475,5,29,24,0
475,2,29,24,1
475,6,29,24,0
475,6,5,3,1
475,5,35,29,2
475,6,29,24,1
475,10,5,2,0
475,7,38,31,2
475,4,29,24,0
475,5,3,2,0
475,9,29,24,1
475,6,5,4,1
475,12,3,2,0
475,11,29,24,2
475,3,29,24,2
475,4,29,24,0
475,6,29,24,0
475,2,29,24,0
475,17,29,24,7
475,7,3,1,0
475,5,29,24,0
475,7,11,10,1
475,4,3,2,1
475,2,29,24,1
475,4,3,2,0
475,2,3,2,0
475,5,3,2,0
475,2,3,2,0
475,7,3,2,0
475,2,29,24,1
475,3,5,4,0
475,9,29,24,3
475,19,29,24,7
475,4,5,4,1
475,7,29,24,3
475,5,5,4,0
475,4,5,4,1
475,2,29,24,0
475,4,5,4,0
475,3,29,24,0
475,20,5,4,0
475,4,11,10,0
475,7,29,24,0
475,4,3,2,0
475,8,29,24,2
475,14,29,24,7
475,5,3,1,0
475,8,29,24,2
475,6,14,12,1
475,2,29,24,1
475,40,29,24,6
475,9,3,2,0
475,5,8,4,0
475,13,3,2,0
475,8,29,24,0
475,3,3,2,0
475,3,5,4,0
475,13,5,4,0
475,17,3,2,0
475,2,3,2,0
475,3,3,2,0
475,5,3,2,0
475,18,22,18,5
475,11,5,3,0
475,4,29,24,1
475,5,29,24,1
475,7,7,5,0
475,2,29,24,0
475,3,3,2,0
475,10,29,24,3
475,3,29,24,0
475,21,29,24,6
475,4,3,2,0
475,2,3,2,0
475,5,3,2,0
475,27,38,31,6
475,3,3,2,2
475,6,3,2,0
475,4,3,2,1
475,13,10,8,1
475,2,29,24,0
475,2,3,2,0
475,3,3,2,0
475,10,3,1,0
475,3,3,2,0
475,2,3,2,0
475,19,29,24,3
475,6,29,24,0
66,115,10,4,3
66,45,19,8,5
66,78,3,2,2
66,15,2,0,0
138,4,3,0,0
138,11,3,0,0
138,5,3,0,0
138,18,26,14,4
138,4,5,2,0
138,7,7,2,0
138,20,43,20,4
138,2,4,3,0
138,2,5,2,0
138,2,3,0,0
138,26,5,2,2
138,21,3,0,0
138,6,4,3,0
138,8,8,4,4
138,20,2,1,0
138,9,5,2,0
138,3,3,0,0
138,4,2,1,0
138,21,3,0,0
138,14,4,3,0
138,43,33,18,11
138,10,3,0,0
138,3,3,0,0
138,16,2,1,1
138,35,2,1,0
138,16,3,0,0
138,17,3,0,0
138,2,5,2,0
138,14,3,0,0
138,8,4,3,0
138,12,4,3,0
138,30,2,1,0
138,15,4,3,1
138,9,4,3,0
138,40,4,3,1
138,8,19,11,1
138,18,3,0,0
138,11,4,3,0
138,24,9,5,4
138,7,3,0,0
138,15,5,2,0
138,19,3,0,0
138,9,33,18,1
138,7,2,1,0
138,23,2,1,0
138,30,2,1,1
138,19,2,1,0
138,25,3,0,0
138,15,78,40,6
138,3,3,0,0
138,15,27,16,5
138,24,3,0,0
138,9,2,1,0
138,18,3,0,0
138,18,4,1,0
138,5,4,3,0
138,20,5,2,0
138,25,84,35,15
138,12,7,2,1
138,5,3,0,0
138,9,3,0,0
138,38,5,2,1
138,15,4,3,0
138,10,2,1,0
138,14,3,0,0
138,2,5,2,0
138,4,4,3,0
138,14,2,1,0
138,22,4,3,0
138,27,4,3,0
138,3,3,0,0
138,7,4,3,0
138,33,3,0,0
138,22,2,1,0
138,16,5,2,0
138,46,9,6,4
138,36,5,2,0
138,16,3,0,0
138,8,3,0,0
138,38,3,0,0
138,6,3,0,0
138,17,18,7,2
138,19,4,3,0
138,3,2,1,0
138,5,3,0,0
138,4,3,0,0
294,10,14,11,2
294,6,27,12,0
294,29,27,12,4
294,11,3,0,0
294,27,3,0,0
294,2,27,12,0
294,23,3,0,0
294,13,27,12,2
294,7,4,1,0
294,19,3,0,0
294,9,14,7,0
294,9,27,12,3
294,12,29,19,3
294,10,3,0,0
294,4,3,2,0
294,10,2,0,0
294,4,3,0,0
294,22,27,12,3
294,5,3,0,0
294,7,3,0,0
294,15,14,11,1
476,30,11,8,5
476,13,4,3,0
476,41,64,44,13
476,21,11,9,3
476,9,11,8,1
476,24,11,8,3
476,4,4,3,0
476,13,4,3,0
476,17,4,3,0
476,5,11,8,0
476,2,19,12,0
476,13,64,44,5
476,3,11,8,0
476,10,4,3,0
476,11,64,44,3
476,6,26,21,3
476,6,9,6,4
476,26,42,36,10
476,33,11,8,5
476,15,4,3,0
476,7,42,36,3
476,3,26,21,0
476,11,4,3,2
476,16,4,3,1
476,38,4,3,0
476,28,64,44,7
476,15,11,8,2
476,29,4,3,0
476,14,52,40,5
476,4,11,8,1
476,18,4,3,1
476,16,4,3,1
476,2,4,3,0
476,7,64,44,2
476,12,4,3,0
476,18,8,7,0
476,3,11,8,0
476,25,11,8,2
476,4,4,3,0
476,4,4,3,1
476,11,11,8,0
476,7,11,8,0
476,8,4,3,0
476,10,11,8,1
476,6,3,2,0
476,5,4,3,1
476,3,4,3,0
476,11,64,44,3
476,14,11,8,2
476,5,4,3,0
476,3,11,8,0
476,8,4,3,0
476,13,11,8,2
476,10,11,8,1
476,5,22,17,1
476,9,4,3,1
476,11,11,8,2
476,8,4,3,0
476,26,4,3,1
476,8,9,5,0
476,7,9,5,0
476,2,11,8,0
476,10,42,36,2
476,3,4,3,0
476,8,11,8,1
476,2,11,8,0
476,16,4,3,0
476,9,4,3,0
476,2,4,3,0
476,10,11,7,1
476,12,4,3,0
476,4,64,44,1
476,8,11,8,1
476,6,4,3,0
476,16,42,36,6
476,12,4,3,0
476,9,11,8,2
476,20,4,3,1
476,24,11,7,2
476,24,64,44,15
476,2,11,8,0
476,6,64,44,3
476,10,64,44,4
476,2,11,8,0
476,3,4,3,0
476,6,64,44,3
476,14,64,44,6
476,7,4,3,0
476,5,11,8,0
476,3,4,3,0
476,6,42,36,2
476,15,11,8,5
476,17,4,3,1
476,7,349,206,3
476,10,23,16,2
476,4,4,3,1
476,16,4,3,1
476,27,64,44,14
476,9,64,44,3
476,10,4,3,0
476,13,50,41,5
476,18,50,41,10
476,24,9,5,3
476,31,64,44,14
476,4,64,44,1
476,12,11,8,1
476,28,64,44,7
476,8,11,8,0
476,4,4,3,0
476,11,4,3,0
476,4,4,3,0
476,21,4,3,0
476,8,64,44,3
476,8,4,3,0
476,5,4,3,0
476,2,64,44,1
476,21,64,44,13
476,5,64,44,1
476,27,2,1,1
476,7,23,16,3
476,6,4,3,0
476,7,11,8,2
476,4,64,44,0
476,11,23,16,1
476,16,64,44,7
476,7,64,44,1
476,13,50,41,6
476,14,64,44,7
476,14,64,44,5
476,11,4,3,0
476,8,32,30,1
476,7,11,8,1
476,2,64,44,0
476,12,50,41,1
476,12,22,17,2
476,12,5,4,0
476,2,4,3,0
476,4,4,3,0
476,19,42,36,6
476,23,64,44,8
476,4,4,3,0
476,19,50,41,3
476,4,23,16,0
476,2,64,44,0
476,6,11,8,0
476,15,11,8,0
476,4,11,8,0
476,7,4,3,0
476,10,50,41,3
476,15,64,44,5
476,18,11,8,1
476,23,17,13,6
476,11,22,17,2
476,3,64,44,1
476,3,4,3,0
476,5,64,44,3
476,10,4,3,0
476,5,64,44,4
476,12,64,44,5
476,7,4,3,0
476,3,4,3,0
476,29,64,44,11
476,5,4,3,0
476,3,50,41,2
476,2,64,44,1
476,2,4,3,0
476,18,11,8,0
476,5,4,3,0
476,18,4,3,0
476,23,42,36,7
476,9,4,3,0
476,16,4,3,0
476,5,4,3,1
476,8,11,8,2
476,7,64,44,3
476,24,130,93,16
476,10,4,3,0
476,7,4,3,0
476,10,11,8,1
476,13,4,3,0
476,9,11,8,0
476,5,4,3,0
476,10,11,8,1
476,4,64,44,1
476,18,11,8,1
476,6,64,44,2
476,5,9,5,0
476,14,11,7,2
476,8,4,3,1
476,7,11,8,0
476,8,64,44,4
476,3,64,44,1
476,3,11,8,0
476,11,4,3,0
476,17,22,17,4
476,7,11,8,1
476,14,4,3,0
476,7,4,3,0
476,3,4,3,0
476,2,4,3,0
476,4,11,7,0
476,5,4,3,0
476,14,4,3,0
476,6,4,3,1
476,4,64,44,2
476,25,11,8,2
476,2,4,3,0
476,16,64,44,4
476,25,4,3,1
476,16,130,93,10
476,11,11,8,1
476,4,64,44,0
476,25,50,41,9
476,15,64,44,3
476,14,64,44,6
476,13,64,44,5
476,17,64,44,10
476,9,42,36,2
476,18,64,44,9
476,12,64,44,5
476,17,4,3,0
476,18,4,3,1
476,9,11,8,1
476,10,4,3,0
476,19,64,44,8
476,3,4,3,0
476,14,64,44,5
476,6,4,3,0
476,11,11,8,0
476,16,22,17,3
476,19,64,44,5
476,10,8,7,0
476,17,11,8,1
476,9,11,9,1
476,10,11,8,2
476,25,37,25,7
476,13,64,44,8
476,10,4,3,0
476,11,4,3,0
476,7,11,8,1
476,9,11,8,0
476,4,4,3,0
476,41,30,28,8
476,4,4,3,0
476,4,64,44,0
476,15,5,4,4
476,6,64,44,2
476,10,11,8,2
476,11,4,3,0
476,16,9,8,0
476,2,11,8,0
476,3,11,8,0
476,2,4,3,0
476,13,4,3,0
476,3,64,44,0
476,4,11,8,0
476,5,11,8,1
476,7,4,3,0
476,6,4,3,0
476,9,4,3,0
476,6,4,3,0
476,16,64,44,7
476,18,64,44,8
476,3,23,16,1
476,6,64,44,2
476,3,4,3,0
476,4,4,3,0
476,5,4,3,0
476,3,64,44,0
476,13,4,3,0
476,5,4,3,0
476,10,4,3,0
476,8,64,44,4
476,8,64,44,4
476,5,4,3,0
476,9,11,8,2
476,2,64,44,0
476,17,64,44,8
476,16,11,8,2
476,5,11,8,0
476,5,11,8,0
476,24,64,44,15
476,5,64,44,1
476,13,23,16,0
476,8,22,17,1
476,2,64,44,0
476,3,11,8,0
476,3,4,3,0
476,6,64,44,1
476,16,64,44,10
476,12,11,8,0
476,3,64,44,2
476,11,64,44,5
476,6,11,8,0
476,10,64,44,3
476,16,11,8,0
476,3,64,44,1
476,17,64,44,8
476,8,64,44,4
476,8,3,2,0
476,8,11,8,1
476,3,11,8,0
476,8,4,3,0
476,7,4,3,0
476,6,4,3,0
476,22,11,8,1
476,3,23,16,1
476,9,64,44,3
476,5,4,3,0
476,3,4,3,0
476,5,64,44,2
476,21,11,8,2
476,6,11,8,0
476,12,4,3,1
476,9,4,3,1
476,6,11,8,0
476,8,64,44,6
476,4,3,2,0
476,9,4,3,0
476,5,11,8,0
476,6,4,3,0
476,6,11,8,0
476,14,64,44,8
476,36,50,41,8
476,11,64,44,3
476,16,11,9,2
476,4,11,8,0
476,5,64,44,2
476,4,64,44,1
476,4,36,28,0
476,17,11,8,1
476,57,4,3,2
476,3,11,8,0
476,3,4,3,0
476,7,64,44,5
476,10,11,8,2
476,2,11,8,1
476,23,50,41,13
476,2,11,8,0
476,9,22,17,3
476,7,4,3,0
476,5,11,8,0
476,12,50,41,3
476,12,4,3,0
476,8,11,8,1
476,9,11,8,1
476,7,64,44,2
476,11,11,8,4
476,2,4,3,0
476,11,64,44,4
476,6,50,41,3
476,5,11,8,0
476,3,4,3,0
476,12,11,8,0
476,6,4,3,0
476,4,18,9,0
476,6,11,8,1
476,13,50,41,6
476,6,64,44,2
476,3,4,3,0
476,3,64,44,1
476,2,4,3,0
476,2,64,44,1
476,23,47,42,9
476,10,11,8,0
476,6,11,8,1
476,3,4,3,0
476,3,4,3,0
476,3,11,8,0
476,2,4,3,0
476,3,11,8,1
476,8,11,8,1
476,3,11,8,0
476,3,64,44,1
476,2,42,36,1
476,12,64,44,4
476,8,3,2,0
476,3,64,44,1
476,2,4,3,0
476,6,64,44,2
476,2,4,3,0
476,11,11,8,1
476,4,4,3,0
476,8,64,44,6
476,9,4,3,0
476,10,11,8,0
476,8,4,3,1
476,9,50,41,0
476,2,4,3,0
476,4,4,3,0
476,5,4,3,0
476,4,64,44,1
476,16,11,8,3
476,3,11,8,0
476,4,11,8,0
476,9,4,3,0
476,6,64,44,0
476,3,4,3,0
476,5,11,8,1
476,2,11,8,0
476,5,11,8,1
476,14,11,8,2
476,2,4,3,0
476,3,4,3,0
476,2,64,44,0
476,6,4,3,0
476,6,11,8,0
476,4,4,3,0
476,2,42,36,0
476,9,4,3,0
476,6,4,3,0
476,7,11,8,1
476,2,11,8,0
476,2,11,8,0
476,17,64,44,8
476,9,23,16,1
476,5,64,44,0
476,4,4,3,0
476,2,64,44,0
476,2,4,3,0
476,3,42,36,1
476,3,23,16,0
476,3,4,3,0
476,20,11,8,4
476,4,64,44,1
476,5,11,8,0
476,17,4,3,1
476,8,11,8,1
476,2,4,3,0
476,2,64,44,1
476,4,64,44,1
476,5,11,8,1
476,5,64,44,3
476,7,11,8,0
476,5,4,3,0
476,5,64,44,2
476,6,4,1,0
476,7,11,8,0
476,4,3,2,0
476,3,2,1,0
476,15,64,44,6
476,9,64,44,2
476,7,64,44,2
476,3,4,3,0
451,20,3,1,0
451,43,115,80,21
451,11,115,80,6
451,30,3,2,0
451,43,81,65,20
451,18,3,1,0
451,21,3,1,0
451,47,3,1,0
451,28,3,2,0
451,26,3,2,0
451,55,19,13,8
451,13,81,65,9
451,6,115,80,2
451,22,81,65,16
451,33,3,2,0
451,23,115,80,10
451,19,3,1,0
451,47,115,80,16
451,25,3,2,0
451,32,115,80,21
451,46,3,2,0
451,22,3,1,0
451,33,115,80,19
451,31,115,80,18
451,20,3,1,0
451,26,115,80,12
451,10,3,1,0
451,39,3,1,0
451,28,81,65,13
451,12,115,80,4
451,28,3,1,0
451,24,81,65,14
451,32,81,65,16
451,16,3,2,0
451,10,15,9,1
451,29,6,2,2
451,27,115,80,11
451,21,115,80,7
451,12,3,1,0
451,33,3,2,0
451,28,115,80,11
451,83,3,1,0
451,3,19,15,0
451,31,11,10,6
451,35,115,80,19
451,21,3,2,0
451,26,3,2,0
451,50,115,80,20
451,61,115,80,32
451,13,115,80,3
451,23,69,47,10
451,21,115,80,9
451,28,3,2,0
451,24,3,1,0
451,32,81,65,16
451,23,3,2,0
451,29,115,80,18
451,34,3,2,0
451,18,97,65,5
451,12,115,80,7
451,11,3,1,0
451,2,115,80,0
451,23,115,80,11
451,16,10,9,1
451,9,3,2,0
451,19,3,1,0
451,30,3,2,0
451,26,3,2,0
451,36,115,80,21
451,21,81,65,9
451,5,115,80,1
451,60,115,80,28
451,18,115,80,8
451,35,3,2,1
451,23,3,1,0
451,31,115,80,16
451,48,3,1,0
451,9,3,1,0
451,16,3,2,0
451,14,81,65,1
451,25,3,1,0
451,7,2,1,0
451,32,81,65,19
451,14,3,1,0
451,19,3,2,0
451,17,115,80,8
451,26,3,2,0
451,44,3,1,0
451,26,2,1,0
451,9,115,80,6
451,20,3,1,0
451,7,4,1,0
451,36,115,80,20
451,22,3,2,0
451,26,3,1,0
451,21,115,80,9
451,22,3,2,0
451,26,18,16,2
451,2,3,2,0
451,2,115,80,0
451,23,18,16,2
451,26,8,4,2
451,31,115,80,19
451,23,115,80,9
451,24,81,65,8
451,15,115,80,8
451,28,81,65,18
451,16,3,2,0
451,31,18,16,5
451,10,3,1,0
451,2,39,32,0
451,20,3,1,0
451,35,3,2,0
451,24,19,15,1
451,40,3,2,0
451,22,3,1,0
451,24,3,1,0
451,8,3,1,0
451,28,115,80,13
451,24,18,16,3
451,24,81,65,11
451,21,18,16,3
451,37,3,1,0
451,23,3,2,0
451,2,19,15,0
451,48,115,80,22
451,13,81,65,7
451,9,2,1,0
451,4,81,65,2
451,21,115,80,7
451,18,3,1,0
451,30,81,65,10
451,4,115,80,2
451,9,3,1,0
451,10,18,16,2
451,19,81,65,9
451,19,3,2,0
451,8,19,15,2
451,27,3,2,0
451,37,3,1,0
451,9,68,51,2
451,19,3,1,0
451,16,3,1,0
451,40,115,80,23
451,20,3,2,0
451,30,115,80,18
451,28,3,1,1
451,14,18,16,9
451,12,81,65,6
451,17,3,1,0
451,8,115,80,2
451,11,115,80,8
451,11,115,80,5
451,5,115,80,3
451,9,115,80,6
451,17,115,80,6
451,11,81,65,5
451,4,3,2,0
451,6,3,1,0
451,31,58,45,14
451,22,3,2,0
451,15,2,1,0
451,21,3,2,0
451,28,18,16,4
451,25,3,1,0
451,25,3,1,0
451,7,3,2,0
451,4,18,16,1
451,20,115,80,10
451,9,19,15,1
451,13,3,2,0
451,8,7,5,0
451,18,115,80,9
451,16,115,80,7
451,6,19,15,2
451,19,115,80,11
451,23,4,1,1
451,12,18,16,4
451,20,2,1,0
451,28,115,80,16
451,12,3,1,0
451,23,3,1,0
451,14,115,80,7
451,18,115,80,10
451,7,3,1,0
451,11,115,80,7
451,27,3,1,0
