domain1,domain2,domain result,cosine distance
PF00069,PF05969,PF14579,0.28948259353637695
PF00069,PF05973,PF13286,0.2907838225364685
PF00069,PF05979,PF14579,0.2865649461746216
PF00069,PF05981,PF16041,0.2970444858074188
PF00069,PF05985,PF13286,0.2906114459037781
PF00069,PF05987,PF13286,0.29136979579925537
PF00069,PF05989,PF13286,0.2910911440849304
PF00069,PF05992,PF16041,0.29580944776535034
PF00069,PF05999,PF13286,0.2908289134502411
PF00069,PF06005,PF13286,0.29085054993629456
PF00069,PF06007,PF14579,0.29787594079971313
PF00069,PF06013,PF14579,0.29095926880836487
PF00069,PF06020,PF14579,0.2924925982952118
PF00069,PF06023,PF14579,0.2890229821205139
PF00069,PF06024,PF14579,0.2976648509502411
PF00069,PF06028,PF14579,0.2913587689399719
PF00069,PF06029,PF14579,0.29277536273002625
PF00069,PF06035,PF13286,0.2899860441684723
PF00069,PF06042,PF14579,0.29545098543167114
PF00069,PF06044,PF14579,0.2929260730743408
PF00069,PF06050,PF14579,0.29649603366851807
PF00069,PF06054,PF13286,0.29096198081970215
PF00069,PF06055,PF13286,0.29068905115127563
PF00069,PF06056,PF14579,0.2998907268047333
PF00069,PF06057,PF13286,0.28978657722473145
PF00069,PF06067,PF13286,0.2908925712108612
PF00069,PF06069,PF14579,0.28914758563041687
PF00069,PF06073,PF13286,0.2910429537296295
PF00069,PF06078,PF14579,0.28950101137161255
PF00069,PF06089,PF14579,0.29732048511505127
PF00069,PF06097,PF13286,0.2899271249771118
PF00069,PF06103,PF13286,0.29139429330825806
PF00069,PF06114,PF16041,0.2999929189682007
PF00069,PF06115,PF13286,0.29147177934646606
PF00069,PF06122,PF16041,0.2992269992828369
PF00069,PF06123,PF13286,0.29077890515327454
PF00069,PF06124,PF14579,0.2910415530204773
PF00069,PF06131,PF14579,0.29687124490737915
PF00069,PF06134,PF13286,0.29069438576698303
PF00069,PF06143,PF13286,0.29083847999572754
PF00069,PF06144,PF13286,0.28756362199783325
PF00069,PF06146,PF16040,0.2879349887371063
PF00069,PF06147,PF13286,0.291200190782547
PF00069,PF06150,PF13286,0.29125499725341797
PF00069,PF06160,PF13286,0.2911525368690491
PF00069,PF06161,PF13286,0.2866077721118927
PF00069,PF06163,PF13286,0.2907271385192871
PF00069,PF06167,PF14579,0.2972894608974457
PF00069,PF06174,PF13286,0.2904350161552429
PF00069,PF06178,PF13286,0.29104316234588623
PF00069,PF06181,PF14579,0.2887488007545471
PF00069,PF06183,PF13286,0.29111573100090027
PF00069,PF06185,PF13286,0.29063910245895386
PF00069,PF06187,PF13286,0.2910195589065552
PF00069,PF06196,PF13286,0.2908021807670593
PF00069,PF06197,PF14579,0.2865496575832367
PF00069,PF06210,PF16041,0.2994278073310852
PF00069,PF06222,PF14579,0.29093337059020996
PF00069,PF06224,PF14579,0.28596583008766174
PF00069,PF06227,PF14579,0.2880668640136719
PF00069,PF06228,PF13286,0.2851046025753021
PF00069,PF06230,PF13286,0.29074645042419434
PF00069,PF06235,PF14579,0.28907790780067444
PF00069,PF06240,PF14579,0.29407620429992676
PF00069,PF06242,PF14579,0.2915991544723511
PF00069,PF06243,PF13286,0.29083162546157837
PF00069,PF06245,PF13286,0.29126131534576416
PF00069,PF06251,PF14579,0.29382169246673584
PF00069,PF06252,PF13286,0.2910307049751282
PF00069,PF06253,PF13286,0.2910189628601074
PF00069,PF06259,PF14579,0.2897157669067383
PF00069,PF06267,PF14579,0.28757137060165405
PF00069,PF06277,PF13286,0.2902970314025879
PF00069,PF06282,PF13286,0.29083842039108276
PF00069,PF06288,PF13286,0.2910442352294922
PF00069,PF06290,PF14579,0.2906908094882965
PF00069,PF06291,PF13286,0.29102230072021484
PF00069,PF06295,PF13286,0.2903386950492859
PF00069,PF06296,PF13286,0.2889457046985626
PF00069,PF06299,PF13286,0.2909039258956909
PF00069,PF06303,PF13286,0.2906433343887329
PF00069,PF06305,PF16041,0.2990072965621948
PF00069,PF06306,PF14579,0.28587591648101807
PF00069,PF06315,PF16041,0.2904755771160126
PF00069,PF06316,PF13286,0.29130929708480835
PF00069,PF06347,PF14579,0.29469144344329834
PF00069,PF06355,PF14579,0.2978088855743408
PF00069,PF06356,PF14579,0.2911016345024109
PF00069,PF06357,PF14579,0.29727721214294434
PF00069,PF06360,PF13286,0.28740018606185913
PF00069,PF06366,PF13286,0.29089903831481934
PF00069,PF06372,PF14579,0.2988159656524658
PF00069,PF06393,PF14579,0.2936687469482422
PF00069,PF06399,PF05198,0.2960166335105896
PF00069,PF06403,PF14579,0.29815903306007385
PF00069,PF06406,PF14579,0.29241088032722473
PF00069,PF06407,PF14579,0.29220402240753174
PF00069,PF06411,PF13286,0.290650874376297
PF00069,PF06412,PF13286,0.2908983826637268
PF00069,PF06431,PF14579,0.29409289360046387
PF00069,PF06433,PF13286,0.2954931855201721
PF00069,PF06440,PF13286,0.29114776849746704
PF00069,PF06451,PF14579,0.2884819209575653
PF00069,PF06457,PF13286,0.29137706756591797
PF00069,PF06475,PF14579,0.2905675768852234
PF00069,PF06476,PF13286,0.29913806915283203
PF00069,PF06481,PF14579,0.2947503328323364
PF00069,PF06483,PF14579,0.29107466340065
PF00069,PF06501,PF13286,0.29118812084198
PF00069,PF06505,PF14579,0.29454338550567627
PF00069,PF06506,PF14579,0.2962360680103302
PF00069,PF06514,PF16041,0.29894670844078064
PF00069,PF06527,PF13286,0.2914031147956848
PF00069,PF06530,PF14579,0.2891409993171692
PF00069,PF06532,PF13286,0.2907439172267914
PF00069,PF06537,PF13286,0.29064762592315674
PF00069,PF06543,PF13286,0.29074418544769287
PF00069,PF06551,PF13286,0.29063624143600464
PF00069,PF06558,PF13286,0.29075315594673157
PF00069,PF06559,PF14579,0.289167195558548
PF00069,PF06560,PF13286,0.29042792320251465
PF00069,PF06589,PF13286,0.29096007347106934
PF00069,PF06594,PF13286,0.2866809070110321
PF00069,PF06595,PF13286,0.2911706864833832
PF00069,PF06608,PF16041,0.29884475469589233
PF00069,PF06624,PF01394,0.29968684911727905
PF00069,PF06626,PF14579,0.29358240962028503
PF00069,PF06629,PF13286,0.28662142157554626
PF00069,PF06666,PF14579,0.294800341129303
PF00069,PF06672,PF14579,0.2881794571876526
PF00069,PF06674,PF14579,0.29167068004608154
PF00069,PF06675,PF13286,0.28799131512641907
PF00069,PF06676,PF13286,0.29103320837020874
PF00069,PF06678,PF14579,0.2920977771282196
PF00069,PF06680,PF13286,0.2908831238746643
PF00069,PF06684,PF13286,0.29119670391082764
PF00069,PF06691,PF14579,0.29210588335990906
PF00069,PF06693,PF13286,0.29047638177871704
PF00069,PF06711,PF14579,0.2898193895816803
PF00069,PF06716,PF13286,0.28571346402168274
PF00069,PF06718,PF14579,0.29139265418052673
PF00069,PF06723,PF14579,0.29896488785743713
PF00069,PF06725,PF14579,0.29434624314308167
PF00069,PF06737,PF14579,0.2890034317970276
PF00069,PF06748,PF13286,0.2908765971660614
PF00069,PF06751,PF14579,0.2993137836456299
PF00069,PF06763,PF13286,0.28844237327575684
PF00069,PF06769,PF13286,0.2913159430027008
PF00069,PF06779,PF14579,0.2939685881137848
PF00069,PF06781,PF16041,0.2888237237930298
PF00069,PF06782,PF13286,0.28565868735313416
PF00069,PF06791,PF13286,0.28910940885543823
PF00069,PF06794,PF13286,0.29076698422431946
PF00069,PF06800,PF14579,0.29165270924568176
PF00069,PF06804,PF14579,0.29510730504989624
PF00069,PF06805,PF16041,0.2963492274284363
PF00069,PF06812,PF14579,0.28941476345062256
PF00069,PF06819,PF13286,0.2912750244140625
PF00069,PF06821,PF16040,0.29949885606765747
PF00069,PF06832,PF14579,0.29546844959259033
PF00069,PF06835,PF14579,0.29161837697029114
PF00069,PF06841,PF13286,0.2878115177154541
PF00069,PF06850,PF13286,0.2876628637313843
PF00069,PF06861,PF14579,0.28514087200164795
PF00069,PF06865,PF14579,0.29279565811157227
PF00069,PF06868,PF16041,0.2985748052597046
PF00069,PF06873,PF13286,0.2907670736312866
PF00069,PF06876,PF14579,0.29752302169799805
PF00069,PF06877,PF13286,0.29083773493766785
PF00069,PF06882,PF14579,0.2945672273635864
PF00069,PF06889,PF14579,0.28775113821029663
PF00069,PF06892,PF13286,0.29042157530784607
PF00069,PF06897,PF14579,0.2889840304851532
PF00069,PF06899,PF13286,0.29118508100509644
PF00069,PF06902,PF14579,0.29156047105789185
PF00069,PF06903,PF14579,0.29044869542121887
PF00069,PF06923,PF13286,0.2912769913673401
PF00069,PF06930,PF13286,0.29099154472351074
PF00069,PF06933,PF14579,0.2871682047843933
PF00069,PF06942,PF14579,0.28859037160873413
PF00069,PF06945,PF14579,0.2892003655433655
PF00069,PF06956,PF14579,0.28998860716819763
PF00069,PF06961,PF16041,0.29460418224334717
PF00069,PF06965,PF16041,0.2961573004722595
PF00069,PF06970,PF14579,0.2864888608455658
PF00069,PF06971,PF14579,0.2855287194252014
PF00069,PF06980,PF14579,0.2886568307876587
PF00069,PF06983,PF10469,0.2991921901702881
PF00069,PF06986,PF13286,0.290044903755188
PF00069,PF06992,PF13286,0.29117903113365173
PF00069,PF06993,PF14579,0.2981821298599243
PF00069,PF06996,PF13286,0.29103976488113403
PF00069,PF07007,PF13286,0.29084938764572144
PF00069,PF07012,PF13286,0.2868273854255676
PF00069,PF07016,PF14579,0.2993501126766205
PF00069,PF07017,PF13286,0.2904735207557678
PF00069,PF07022,PF14579,0.29250723123550415
PF00069,PF07023,PF13286,0.2911357879638672
PF00069,PF07024,PF14579,0.29459619522094727
PF00069,PF07030,PF13286,0.2907417416572571
PF00069,PF07042,PF13286,0.2919231653213501
PF00069,PF07044,PF13286,0.28921955823898315
PF00069,PF07045,PF14579,0.29069942235946655
PF00069,PF07046,PF13286,0.2904738783836365
PF00069,PF07055,PF14579,0.29853174090385437
PF00069,PF07057,PF14579,0.283846378326416
PF00069,PF07068,PF14579,0.2844180166721344
PF00069,PF07072,PF13286,0.2875421345233917
PF00069,PF07073,PF13286,0.2884056568145752
PF00069,PF07075,PF14579,0.29399293661117554
PF00069,PF07077,PF14579,0.2925623059272766
PF00069,PF07101,PF13286,0.2908484935760498
PF00069,PF07105,PF13286,0.2914441227912903
PF00069,PF07112,PF14579,0.2870895564556122
PF00069,PF07119,PF14579,0.289628267288208
PF00069,PF07128,PF13286,0.29114511609077454
PF00069,PF07130,PF13286,0.28823524713516235
PF00069,PF07142,PF13286,0.28588420152664185
PF00069,PF07148,PF14579,0.28572559356689453
PF00069,PF07152,PF13286,0.2912539839744568
PF00069,PF07166,PF14579,0.2855840027332306
PF00069,PF07167,PF14579,0.29944083094596863
PF00069,PF07192,PF14579,0.29160618782043457
PF00069,PF07196,PF13286,0.2907692790031433
PF00069,PF07197,PF14579,0.2970782518386841
PF00069,PF07201,PF14579,0.29256904125213623
PF00069,PF07203,PF16041,0.2978782057762146
PF00069,PF07204,PF14579,0.29894158244132996
PF00069,PF07207,PF14579,0.2919412851333618
PF00069,PF07210,PF13286,0.28818807005882263
PF00069,PF07214,PF13286,0.2881125211715698
PF00069,PF07219,PF13286,0.2891491651535034
PF00069,PF07226,PF13286,0.2908197343349457
PF00069,PF07238,PF14579,0.29011282324790955
PF00069,PF07240,PF10469,0.29770776629447937
PF00069,PF07243,PF16041,0.29961907863616943
PF00069,PF07261,PF14579,0.29754626750946045
PF00069,PF07262,PF14579,0.28718245029449463
PF00069,PF07265,PF13286,0.29036253690719604
PF00069,PF07267,PF13286,0.2855604290962219
PF00069,PF07270,PF13286,0.2908106744289398
PF00069,PF07271,PF14579,0.29553478956222534
PF00069,PF07273,PF13286,0.2907274067401886
PF00069,PF07277,PF13286,0.29069989919662476
PF00069,PF07295,PF13286,0.29141950607299805
PF00069,PF07296,PF14579,0.29285600781440735
PF00069,PF07297,PF05953,0.29860207438468933
PF00069,PF07301,PF14579,0.2883399426937103
PF00069,PF07302,PF14579,0.28841787576675415
PF00069,PF07305,PF13286,0.2907659411430359
PF00069,PF07308,PF14579,0.2969999313354492
PF00069,PF07310,PF14579,0.29076454043388367
PF00069,PF07311,PF14579,0.29222410917282104
PF00069,PF07312,PF13286,0.28575554490089417
PF00069,PF07313,PF13286,0.2853345274925232
PF00069,PF07317,PF13286,0.29117900133132935
PF00069,PF07321,PF14579,0.2898375988006592
PF00069,PF07327,PF16040,0.29616957902908325
PF00069,PF07331,PF14579,0.29324135184288025
PF00069,PF07337,PF14579,0.2854761481285095
PF00069,PF07339,PF13286,0.2904638648033142
PF00069,PF07348,PF13286,0.29105907678604126
PF00069,PF07352,PF14579,0.2925390303134918
PF00069,PF07359,PF14579,0.2924553453922272
PF00069,PF07361,PF14579,0.2944815456867218
PF00069,PF07365,PF13286,0.2885687053203583
PF00069,PF07373,PF13286,0.29068148136138916
PF00069,PF07376,PF13286,0.2912663221359253
PF00069,PF07377,PF14579,0.2929946184158325
PF00069,PF07385,PF13286,0.29148316383361816
PF00069,PF07390,PF14579,0.2883376479148865
PF00069,PF07396,PF13286,0.29091358184814453
PF00069,PF07399,PF13286,0.2956627607345581
PF00069,PF07402,PF13286,0.2917734980583191
PF00069,PF07403,PF14579,0.28632718324661255
PF00069,PF07404,PF14579,0.29196029901504517
PF00069,PF07405,PF14579,0.2897108793258667
PF00069,PF07408,PF13286,0.2882421016693115
PF00069,PF07413,PF13286,0.29104506969451904
PF00069,PF07415,PF13286,0.2912817895412445
PF00069,PF07419,PF14579,0.29124781489372253
PF00069,PF07425,PF13286,0.2916790843009949
PF00069,PF07435,PF14579,0.29158881306648254
PF00069,PF07439,PF13286,0.2906743288040161
PF00069,PF07442,PF13286,0.29073596000671387
PF00069,PF07445,PF13286,0.2908279299736023
PF00069,PF07449,PF10469,0.29775184392929077
PF00069,PF07454,PF14579,0.28847622871398926
PF00069,PF07465,PF13286,0.28725510835647583
PF00069,PF07471,PF13286,0.2912287712097168
PF00069,PF07472,PF13286,0.2907068729400635
PF00069,PF07473,PF14579,0.2923446297645569
PF00069,PF07475,PF14579,0.295477032661438
PF00069,PF07489,PF13286,0.290793240070343
PF00069,PF07495,PF14579,0.2958534359931946
PF00069,PF07503,PF13286,0.28689008951187134
PF00069,PF07505,PF14579,0.29864123463630676
PF00069,PF07506,PF14579,0.2994709610939026
PF00069,PF07511,PF14579,0.2915840148925781
PF00069,PF07515,PF13286,0.28928428888320923
PF00069,PF07543,PF14579,0.2975562810897827
PF00069,PF07560,PF13286,0.29041019082069397
PF00069,PF07582,PF14579,0.2976047992706299
PF00069,PF07584,PF13286,0.2911645770072937
PF00069,PF07589,PF14579,0.29493963718414307
PF00069,PF07596,PF13286,0.28736644983291626
PF00069,PF07599,PF13286,0.2909536063671112
PF00069,PF07602,PF14579,0.28305065631866455
PF00069,PF07603,PF13286,0.28851234912872314
PF00069,PF07617,PF13286,0.2908974289894104
PF00069,PF07635,PF13286,0.28676676750183105
PF00069,PF07638,PF13286,0.29078251123428345
PF00069,PF07642,PF13286,0.29076850414276123
PF00069,PF07655,PF14579,0.2949449419975281
PF00069,PF07659,PF14579,0.2878624498844147
PF00069,PF07664,PF14579,0.2937077581882477
PF00069,PF07666,PF13286,0.29101818799972534
PF00069,PF07672,PF13286,0.2912561893463135
PF00069,PF07681,PF14579,0.2929590046405792
PF00069,PF07688,PF13286,0.29047703742980957
PF00069,PF07694,PF14579,0.2865387201309204
PF00069,PF07695,PF14579,0.29554376006126404
PF00069,PF07726,PF14579,0.29968637228012085
PF00069,PF07736,PF13286,0.2909863293170929
PF00069,PF07739,PF14579,0.2946309447288513
PF00069,PF07746,PF14579,0.29603311419487
PF00069,PF07750,PF14579,0.2892927825450897
PF00069,PF07751,PF13286,0.28588181734085083
PF00069,PF07755,PF13286,0.29106423258781433
PF00069,PF07759,PF13286,0.29030513763427734
PF00069,PF07769,PF14579,0.29986506700515747
PF00069,PF07789,PF14579,0.288155734539032
PF00069,PF07793,PF13286,0.28912419080734253
PF00069,PF07799,PF14579,0.2862803339958191
PF00069,PF07811,PF13286,0.29103314876556396
PF00069,PF07812,PF13286,0.2903965711593628
PF00069,PF07813,PF13286,0.28574997186660767
PF00069,PF07822,PF13286,0.29062214493751526
PF00069,PF07828,PF13286,0.2879060208797455
PF00069,PF07829,PF13286,0.29094627499580383
PF00069,PF07853,PF14579,0.2922235429286957
PF00069,PF07858,PF13286,0.29107722640037537
PF00069,PF07863,PF13286,0.2907131314277649
PF00069,PF07866,PF13286,0.2907864451408386
PF00069,PF07875,PF14579,0.29306232929229736
PF00069,PF07879,PF14579,0.28699150681495667
PF00069,PF07881,PF14579,0.29781436920166016
PF00069,PF07882,PF14579,0.29509833455085754
PF00069,PF07902,PF14579,0.2877464294433594
PF00069,PF07905,PF13286,0.29116296768188477
PF00069,PF07906,PF13286,0.2906697988510132
PF00069,PF07916,PF14579,0.29148006439208984
PF00069,PF07924,PF13286,0.2905212342739105
PF00069,PF07927,PF14579,0.2978901267051697
PF00069,PF07936,PF16040,0.2996613383293152
PF00069,PF07937,PF14579,0.2898224890232086
PF00069,PF07945,PF13286,0.2915928363800049
PF00069,PF07953,PF13286,0.28474482893943787
PF00069,PF07954,PF14579,0.29518061876296997
PF00069,PF07960,PF16041,0.2998656630516052
PF00069,PF07996,PF14579,0.2891086935997009
PF00069,PF07999,PF16040,0.29332858324050903
PF00069,PF08002,PF14579,0.29950350522994995
PF00069,PF08003,PF13286,0.2910066246986389
PF00069,PF08008,PF13286,0.28902140259742737
PF00069,PF08011,PF14579,0.2965712547302246
PF00069,PF08013,PF14579,0.28779852390289307
PF00069,PF08015,PF13286,0.29097163677215576
PF00069,PF08019,PF14579,0.2987813651561737
PF00069,PF08020,PF13286,0.290877103805542
PF00069,PF08021,PF14579,0.29874923825263977
PF00069,PF08024,PF13286,0.2905420660972595
PF00069,PF08025,PF13286,0.2906978726387024
PF00069,PF08026,PF14579,0.2904548943042755
PF00069,PF08036,PF14579,0.2970850467681885
PF00069,PF08037,PF13286,0.29073598980903625
PF00069,PF08039,PF13286,0.28610938787460327
PF00069,PF08040,PF16040,0.29659348726272583
PF00069,PF08050,PF13286,0.2864895164966583
PF00069,PF08086,PF13286,0.2908620238304138
PF00069,PF08088,PF13286,0.2864266037940979
PF00069,PF08091,PF13286,0.28435683250427246
PF00069,PF08093,PF14579,0.29316434264183044
PF00069,PF08094,PF13286,0.29089993238449097
PF00069,PF08095,PF13286,0.29073309898376465
PF00069,PF08096,PF13286,0.2915676534175873
PF00069,PF08097,PF13286,0.2912960946559906
PF00069,PF08098,PF13286,0.2900625467300415
PF00069,PF08099,PF13286,0.28768646717071533
PF00069,PF08102,PF13286,0.2898700535297394
PF00069,PF08103,PF13286,0.29058974981307983
PF00069,PF08104,PF13286,0.29089903831481934
PF00069,PF08105,PF13286,0.29021960496902466
PF00069,PF08106,PF13286,0.29070770740509033
PF00069,PF08108,PF13286,0.29083630442619324
PF00069,PF08111,PF13286,0.2910820543766022
PF00069,PF08115,PF13286,0.2904798984527588
PF00069,PF08116,PF13286,0.29164090752601624
PF00069,PF08117,PF13286,0.29094409942626953
PF00069,PF08119,PF13286,0.29127979278564453
PF00069,PF08120,PF13286,0.2908989191055298
PF00069,PF08121,PF13286,0.29123008251190186
PF00069,PF08126,PF14579,0.2943893373012543
PF00069,PF08131,PF14579,0.29078444838523865
PF00069,PF08138,PF13286,0.29131636023521423
PF00069,PF08157,PF16041,0.29903358221054077
PF00069,PF08173,PF13286,0.2912817597389221
PF00069,PF08180,PF14579,0.28779810667037964
PF00069,PF08183,PF16041,0.2984607219696045
PF00069,PF08184,PF13286,0.291481614112854
PF00069,PF08186,PF14579,0.297296941280365
PF00069,PF08187,PF13286,0.2905079126358032
PF00069,PF08188,PF13286,0.2905307114124298
PF00069,PF08189,PF14579,0.2987881600856781
PF00069,PF08195,PF13286,0.2906227707862854
PF00069,PF08218,PF13286,0.2906067371368408
PF00069,PF08223,PF14579,0.28640225529670715
PF00069,PF08225,PF13286,0.2902635931968689
PF00069,PF08247,PF13286,0.2908163368701935
PF00069,PF08248,PF14579,0.29787713289260864
PF00069,PF08249,PF13286,0.2910899221897125
PF00069,PF08250,PF13286,0.2905639708042145
PF00069,PF08251,PF13286,0.2909291684627533
PF00069,PF08256,PF14579,0.2924143075942993
PF00069,PF08259,PF14579,0.29436129331588745
PF00069,PF08260,PF13286,0.2909664511680603
PF00069,PF08262,PF13286,0.2909924387931824
PF00069,PF08269,PF13286,0.28583550453186035
PF00069,PF08270,PF13286,0.28574302792549133
PF00069,PF08278,PF13286,0.2865135371685028
PF00069,PF08280,PF14579,0.29295188188552856
PF00069,PF08285,PF05198,0.2994910478591919
PF00069,PF08305,PF16041,0.2971465289592743
PF00069,PF08308,PF14579,0.299197793006897
PF00069,PF08331,PF14579,0.29832568764686584
PF00069,PF08343,PF14579,0.29864633083343506
PF00069,PF08346,PF14579,0.2951066792011261
PF00069,PF08348,PF13286,0.29080063104629517
PF00069,PF08349,PF14579,0.28792864084243774
PF00069,PF08358,PF14579,0.28667280077934265
PF00069,PF08362,PF14579,0.2910393476486206
PF00069,PF08394,PF14579,0.29042232036590576
PF00069,PF08400,PF13286,0.28767263889312744
PF00069,PF08401,PF14579,0.29098576307296753
PF00069,PF08421,PF14579,0.2940709888935089
PF00069,PF08456,PF14579,0.2922326922416687
PF00069,PF08463,PF13286,0.2908658981323242
PF00069,PF08468,PF14579,0.2922104299068451
PF00069,PF08478,PF13286,0.2898014485836029
PF00069,PF08482,PF13286,0.29170411825180054
PF00069,PF08484,PF14579,0.29156142473220825
PF00069,PF08485,PF14579,0.2942613363265991
PF00069,PF08486,PF14579,0.2909911870956421
PF00069,PF08494,PF14579,0.2922282814979553
PF00069,PF08503,PF13286,0.29068559408187866
PF00069,PF08505,PF14579,0.2981688678264618
PF00069,PF08509,PF13286,0.29624485969543457
PF00069,PF08521,PF13286,0.2884185314178467
PF00069,PF08525,PF13286,0.28787896037101746
PF00069,PF08535,PF14579,0.28866636753082275
PF00069,PF08537,PF13286,0.29065704345703125
PF00069,PF08586,PF13286,0.2874550521373749
PF00069,PF08599,PF14579,0.29296940565109253
PF00069,PF08633,PF14579,0.29475271701812744
PF00069,PF08650,PF16041,0.29915884137153625
PF00069,PF08667,PF14579,0.28517597913742065
PF00069,PF08681,PF14579,0.29130372405052185
PF00069,PF08682,PF13286,0.29138436913490295
PF00069,PF08691,PF16040,0.298308789730072
PF00069,PF08707,PF14579,0.2984350323677063
PF00069,PF08714,PF14579,0.29495126008987427
PF00069,PF08722,PF14579,0.2966226637363434
PF00069,PF08724,PF14579,0.2950266897678375
PF00069,PF08734,PF13286,0.28574150800704956
PF00069,PF08747,PF13286,0.2910085916519165
PF00069,PF08748,PF13286,0.2868279218673706
PF00069,PF08751,PF14579,0.2946264147758484
PF00069,PF08753,PF14579,0.2947998046875
PF00069,PF08759,PF13286,0.28816846013069153
PF00069,PF08761,PF16040,0.29849740862846375
PF00069,PF08765,PF13286,0.29122212529182434
PF00069,PF08770,PF13286,0.28740566968917847
PF00069,PF08780,PF13286,0.2907222807407379
PF00069,PF08786,PF13286,0.2909824848175049
PF00069,PF08789,PF13286,0.2902301549911499
PF00069,PF08803,PF13286,0.2910434603691101
PF00069,PF08808,PF16041,0.2959688901901245
PF00069,PF08813,PF13286,0.29091960191726685
PF00069,PF08818,PF14579,0.28848135471343994
PF00069,PF08819,PF13286,0.2874961793422699
PF00069,PF08822,PF13286,0.29147326946258545
PF00069,PF08827,PF13286,0.29113882780075073
PF00069,PF08837,PF16040,0.2986129820346832
PF00069,PF08843,PF16041,0.29796916246414185
PF00069,PF08846,PF13286,0.2911583483219147
PF00069,PF08848,PF14579,0.2960311770439148
PF00069,PF08849,PF13286,0.2861955165863037
PF00069,PF08850,PF13286,0.2910460829734802
PF00069,PF08853,PF16041,0.2998793423175812
PF00069,PF08854,PF14579,0.29494398832321167
PF00069,PF08855,PF14579,0.28582051396369934
PF00069,PF08856,PF14579,0.29384517669677734
PF00069,PF08859,PF13286,0.2856924533843994
PF00069,PF08867,PF14579,0.2981646656990051
PF00069,PF08873,PF13286,0.29136455059051514
PF00069,PF08885,PF14579,0.2943124771118164
PF00069,PF08887,PF14579,0.2893941104412079
PF00069,PF08888,PF14579,0.28866472840309143
PF00069,PF08889,PF14579,0.2865103483200073
PF00069,PF08890,PF13286,0.2912704646587372
PF00069,PF08900,PF13286,0.2911170721054077
PF00069,PF08903,PF13286,0.2901277542114258
PF00069,PF08906,PF13286,0.2911500334739685
PF00069,PF08908,PF13286,0.2912633419036865
PF00069,PF08917,PF09027,0.2981346845626831
PF00069,PF08918,PF14579,0.2943834662437439
PF00069,PF08922,PF14579,0.2916005551815033
PF00069,PF08936,PF14579,0.28652942180633545
PF00069,PF08943,PF14579,0.28924280405044556
PF00069,PF08946,PF14579,0.29159775376319885
PF00069,PF08950,PF14579,0.29103827476501465
PF00069,PF08956,PF14579,0.287165105342865
PF00069,PF08984,PF13286,0.29125210642814636
PF00069,PF08987,PF13286,0.2878847122192383
PF00069,PF08995,PF13286,0.29024797677993774
PF00069,PF09008,PF14579,0.29597416520118713
PF00069,PF09012,PF14579,0.2921300232410431
PF00069,PF09013,PF13286,0.29083389043807983
PF00069,PF09019,PF14579,0.2842710316181183
PF00069,PF09020,PF14579,0.2855660915374756
PF00069,PF09028,PF14579,0.28932344913482666
PF00069,PF09037,PF14579,0.2913539707660675
PF00069,PF09065,PF13286,0.2907533049583435
PF00069,PF09078,PF13286,0.29582613706588745
PF00069,PF09086,PF13286,0.2902414798736572
PF00069,PF09092,PF14579,0.29523470997810364
PF00069,PF09095,PF13286,0.2906692326068878
PF00069,PF09106,PF13286,0.2879036068916321
PF00069,PF09107,PF13286,0.28773653507232666
PF00069,PF09129,PF14579,0.2940545678138733
PF00069,PF09131,PF13286,0.2872033417224884
PF00069,PF09138,PF16040,0.29760563373565674
PF00069,PF09145,PF14579,0.2977839708328247
PF00069,PF09157,PF14579,0.2994419038295746
PF00069,PF09183,PF14579,0.2998088002204895
PF00069,PF09200,PF13286,0.29080072045326233
PF00069,PF09203,PF13286,0.2905319631099701
PF00069,PF09204,PF14579,0.28832221031188965
PF00069,PF09207,PF14579,0.2884877026081085
PF00069,PF09220,PF13286,0.2866741120815277
PF00069,PF09224,PF13286,0.2859240174293518
PF00069,PF09227,PF14579,0.2849624454975128
PF00069,PF09234,PF14579,0.29877227544784546
PF00069,PF09236,PF14579,0.285737007856369
PF00069,PF09249,PF14579,0.28899896144866943
PF00069,PF09253,PF16040,0.2973618805408478
PF00069,PF09259,PF14579,0.2873423397541046
PF00069,PF09281,PF13286,0.2904714345932007
PF00069,PF09287,PF14579,0.29833292961120605
PF00069,PF09299,PF14579,0.29710522294044495
PF00069,PF09312,PF14579,0.2923494577407837
PF00069,PF09313,PF13286,0.2908802926540375
PF00069,PF09314,PF13286,0.28395769000053406
PF00069,PF09323,PF14579,0.28752779960632324
PF00069,PF09343,PF14579,0.2853638827800751
PF00069,PF09344,PF14579,0.28579941391944885
PF00069,PF09345,PF13286,0.2906147837638855
PF00069,PF09351,PF14579,0.2981263995170593
PF00069,PF09361,PF16040,0.2955837845802307
PF00069,PF09374,PF14579,0.29607445001602173
PF00069,PF09388,PF13286,0.2899516224861145
PF00069,PF09391,PF13286,0.29093921184539795
PF00069,PF09394,PF16041,0.2952443063259125
PF00069,PF09400,PF14579,0.2872300148010254
PF00069,PF09432,PF14579,0.2908402383327484
PF00069,PF09452,PF13286,0.2878953814506531
PF00069,PF09456,PF13286,0.28674080967903137
PF00069,PF09461,PF16041,0.29971426725387573
PF00069,PF09472,PF13286,0.29035717248916626
PF00069,PF09479,PF13286,0.28934624791145325
PF00069,PF09481,PF13286,0.287672758102417
PF00069,PF09483,PF14579,0.29410430788993835
PF00069,PF09485,PF13286,0.2907361686229706
