domain1,domain2,domain result,cosine distance
PF00400,PF16026,PF04237,0.29987406730651855
PF00400,PF16036,PF04237,0.2986626625061035
PF00400,PF16045,PF04237,0.2905896306037903
PF00400,PF16051,PF04237,0.2959706485271454
PF00400,PF16061,PF02479,0.2963760495185852
PF00400,PF16117,PF04237,0.2965756058692932
PF00400,PF16126,PF02479,0.2987686097621918
PF00400,PF16166,PF11128,0.283013254404068
PF00400,PF16278,PF04237,0.29208236932754517
PF00400,PF16312,PF04237,0.29490265250205994
PF00400,PF16403,PF02479,0.2984611988067627
PF00400,PF16485,PF07744,0.29917025566101074
PF00400,PF16533,PF14876,0.28280049562454224
PF00400,PF16540,PF10335,0.2998530864715576
PF00400,PF16588,PF02479,0.29666638374328613
PF00400,PF16683,PF04237,0.2967167794704437
PF00400,PF16690,PF11128,0.2999178171157837
PF00400,PF16706,PF04237,0.2956725060939789
PF00400,PF16726,PF02479,0.29625391960144043
PF00400,PF16782,PF04237,0.2965589165687561
PF00400,PF16835,PF04237,0.2926577925682068
PF00400,PF16843,PF04237,0.29554054141044617
PF00400,PF16912,PF11128,0.28702253103256226
PF00400,PF16915,PF02479,0.2997163236141205
PF00400,PF16958,PF04237,0.2983909249305725
PF00400,PF17005,PF04237,0.29953107237815857
PF00400,PF17043,PF04237,0.29918715357780457
PF00400,PF17078,PF04237,0.2995707094669342
PF00400,PF17119,PF04237,0.29483625292778015
PF00400,PF17186,PF02479,0.29389554262161255
PF00400,PF17192,PF02479,0.29950520396232605
PF00005,PF00015,PF09078,0.29294276237487793
PF00005,PF00034,PF17031,0.26248079538345337
PF00005,PF00070,PF10591,0.27489250898361206
PF00005,PF00073,PF10591,0.285552978515625
PF00005,PF00114,PF17031,0.26523295044898987
PF00005,PF00121,PF04791,0.2957395613193512
PF00005,PF00127,PF10591,0.2937658727169037
PF00005,PF00131,PF10591,0.2589227557182312
PF00005,PF00140,PF10591,0.28567200899124146
PF00005,PF00164,PF10591,0.2896329164505005
PF00005,PF00214,PF10591,0.2963860034942627
PF00005,PF00216,PF10591,0.28351521492004395
PF00005,PF00235,PF10591,0.28547385334968567
PF00005,PF00236,PF10591,0.29764026403427124
PF00005,PF00238,PF10591,0.27607399225234985
PF00005,PF00239,PF10591,0.2831682860851288
PF00005,PF00260,PF05103,0.2823207676410675
PF00005,PF00263,PF10591,0.27482277154922485
PF00005,PF00265,PF10591,0.2975914478302002
PF00005,PF00267,PF05103,0.2724504768848419
PF00005,PF00272,PF10591,0.28757452964782715
PF00005,PF00277,PF10591,0.29248327016830444
PF00005,PF00280,PF10507,0.2836461365222931
PF00005,PF00286,PF05103,0.27566707134246826
PF00005,PF00296,PF10591,0.2920975089073181
PF00005,PF00302,PF05103,0.28183189034461975
PF00005,PF00308,PF10591,0.2756894826889038
PF00005,PF00321,PF10591,0.29218539595603943
PF00005,PF00325,PF05103,0.2702680826187134
PF00005,PF00336,PF05103,0.2814270555973053
PF00005,PF00345,PF10591,0.2740686535835266
PF00005,PF00356,PF10591,0.2647281587123871
PF00005,PF00358,PF17031,0.27112069725990295
PF00005,PF00359,PF10568,0.29201608896255493
PF00005,PF00367,PF10591,0.2658901810646057
PF00005,PF00374,PF05103,0.2771349549293518
PF00005,PF00376,PF10591,0.26496291160583496
PF00005,PF00381,PF17031,0.2638755440711975
PF00005,PF00392,PF06853,0.2606876492500305
PF00005,PF00395,PF17031,0.2744518518447876
PF00005,PF00407,PF10591,0.2867254316806793
PF00005,PF00410,PF10591,0.27027609944343567
PF00005,PF00414,PF10591,0.28143832087516785
PF00005,PF00419,PF10591,0.27097105979919434
PF00005,PF00429,PF10591,0.2895854413509369
PF00005,PF00437,PF10591,0.2940281629562378
PF00005,PF00440,PF10591,0.2714346647262573
PF00005,PF00444,PF10591,0.29802456498146057
PF00005,PF00451,PF10591,0.28096556663513184
PF00005,PF00453,PF10591,0.2754327654838562
PF00005,PF00455,PF10591,0.2794630825519562
PF00005,PF00460,PF10591,0.28817638754844666
PF00005,PF00463,PF17176,0.2897276282310486
PF00005,PF00465,PF08850,0.2754570543766022
PF00005,PF00469,PF05103,0.2698873281478882
PF00005,PF00471,PF10591,0.2730870246887207
PF00005,PF00475,PF10591,0.29084914922714233
PF00005,PF00480,PF09765,0.2868635654449463
PF00005,PF00482,PF10591,0.2795069217681885
PF00005,PF00489,PF10591,0.2871607840061188
PF00005,PF00491,PF07019,0.2946702837944031
PF00005,PF00496,LG200,0.26490840315818787
PF00005,PF00500,PF05103,0.28175079822540283
PF00005,PF00508,PF05103,0.2755697965621948
PF00005,PF00513,PF05103,0.28157249093055725
PF00005,PF00516,PF17031,0.2684366703033447
PF00005,PF00517,PF10591,0.274572491645813
PF00005,PF00518,PF05103,0.2815245985984802
PF00005,PF00519,PF10591,0.27579358220100403
PF00005,PF00523,PF05103,0.2811009883880615
PF00005,PF00524,PF17031,0.2709980905056
PF00005,PF00527,PF05103,0.2819139063358307
PF00005,PF00528,LG100,0.2975696623325348
PF00005,PF00529,PF05103,0.267495334148407
PF00005,PF00532,PF17031,0.2678014636039734
PF00005,PF00537,PF10591,0.29537469148635864
PF00005,PF00543,PF10591,0.2790144681930542
PF00005,PF00545,PF10591,0.28305524587631226
PF00005,PF00548,PF10591,0.27744460105895996
PF00005,PF00552,PF17031,0.26804178953170776
PF00005,PF00555,PF17031,0.26673853397369385
PF00005,PF00576,PF06831,0.28128883242607117
PF00005,PF00577,PF10591,0.2713024616241455
PF00005,PF00584,PF10591,0.2789068818092346
PF00005,PF00589,PF17031,0.2824397683143616
PF00005,PF00593,PF10591,0.2692987620830536
PF00005,PF00602,PF17031,0.26748061180114746
PF00005,PF00603,PF05103,0.27469176054000854
PF00005,PF00604,PF05103,0.2644790709018707
PF00005,PF00606,PF17031,0.2725287973880768
PF00005,PF00633,PF10591,0.27767688035964966
PF00005,PF00660,PF10591,0.28011733293533325
PF00005,PF00661,PF05103,0.28163617849349976
PF00005,PF00669,PF17031,0.2671934962272644
PF00005,PF00674,PF10591,0.29677021503448486
PF00005,PF00680,PF10591,0.2758634388446808
PF00005,PF00691,PF10591,0.27174291014671326
PF00005,PF00695,PF05103,0.282675564289093
PF00005,PF00700,PF17031,0.2671127915382385
PF00005,PF00701,PF07019,0.2998068034648895
PF00005,PF00706,PF10591,0.2746298909187317
PF00005,PF00708,PF10591,0.29706674814224243
PF00005,PF00711,PF10507,0.2928851246833801
PF00005,PF00712,PF17031,0.2686462104320526
PF00005,PF00713,PF05103,0.28196531534194946
PF00005,PF00714,PF10591,0.2879995107650757
PF00005,PF00715,PF05103,0.27945369482040405
PF00005,PF00716,PF05103,0.26833492517471313
PF00005,PF00720,PF17031,0.26283517479896545
PF00005,PF00721,PF05103,0.2819122076034546
PF00005,PF00726,PF10591,0.2930731475353241
PF00005,PF00727,PF10591,0.2934509515762329
PF00005,PF00729,PF05103,0.2679574489593506
PF00005,PF00737,PF10591,0.2775970697402954
PF00005,PF00739,PF05103,0.26762402057647705
PF00005,PF00746,PF05103,0.2761264741420746
PF00005,PF00747,PF05103,0.28247761726379395
PF00005,PF00756,PF10591,0.27270832657814026
PF00005,PF00764,PF09078,0.27118390798568726
PF00005,PF00767,PF05103,0.2680692672729492
PF00005,PF00768,PF10591,0.2724684476852417
PF00005,PF00770,PF10591,0.26794397830963135
PF00005,PF00771,PF17031,0.27013856172561646
PF00005,PF00793,PF10591,0.2679591476917267
PF00005,PF00796,PF17031,0.26522237062454224
PF00005,PF00797,PF09827,0.2601526975631714
PF00005,PF00798,PF17031,0.2667923867702484
PF00005,PF00799,PF10591,0.2755873203277588
PF00005,PF00811,PF10507,0.29734307527542114
PF00005,PF00813,PF10591,0.2780643701553345
PF00005,PF00816,PF10591,0.27316007018089294
PF00005,PF00819,PF05103,0.2785259485244751
PF00005,PF00821,PF02782,0.28422272205352783
PF00005,PF00825,PF17031,0.2670150101184845
PF00005,PF00832,PF10591,0.2799927592277527
PF00005,PF00838,PF10591,0.282439649105072
PF00005,PF00841,PF17031,0.266706645488739
PF00005,PF00842,PF10591,0.26805323362350464
PF00005,PF00861,PF10591,0.29215142130851746
PF00005,PF00865,PF10591,0.27422821521759033
